abactus|ăbactus, a, um : part. passé de abigo.
convelatus|convēlātus, a, um : part. passé de convelo.
conventus|conventus, a, um : part. passé de convenio.
conversus|conversus, a, um : 1 - part. passé de converro; balayé, propre. 2 - part. passé de converto. - a - tourné, retourné, dirigé. - b - renversé, bouleversé, mis sens dessus dessous; transformé, changé, métamorphosé. - c - traduit.
convictus|convictus, a, um : part. passé de convinco. - a - convaincu (d'une faute). - b - prouvé, avéré, manifeste.
convocatus|convŏcātus, a, um : part. passé de convoco; appelé, convoqué.
convolsus|convolsus, a, um : part. passé de convello. - 1 - arraché violemment, séparé, ébranlé. - 2 - brisé, fracassé, mis en pièces. - 3 - tiraillé (t. de méd.). - 4 - qui a des spasmes, qui a des convulsions.
convolutus|convŏlūtus, a, um : part. passé de convolvo.
convulsus|convulsus, a, um : part. passé de convello. - 1 - arraché violemment, séparé, ébranlé. - 2 - brisé, fracassé, mis en pièces. - 3 - tiraillé (t. de méd.). - 4 - qui a des spasmes, qui a des convulsions.
coopertus|cŏŏpertus, a, um : part. passé de cooperio. - 1 - couvert entièrement. - 2 - accablé, chargé.
coortus|cŏortus, a, um : part. passé de coorior.
copulatus|copulātus, a, um : part. passé de copulo; joint, uni, associé.
corporatus|corporātus, a, um : part. passé de corporo. - 1 - uni, formant corps. - 2 - corporel, matériel. - 3 - qui fait partie d'un corps de marchands ou d'officiers municipaux d'une ville.
corrasus|corrasus, a, um : part. passé de corrado.
correctus|correctus, a, um : part. passé de corrigo.
correptus|correptus, a, um : part. passé de corripio. - 1 - saisi vivement, enlevé, pris, atteint, attaqué (par la maladie), ému. - 2 - réprimandé. - 3 - resserré, réduit, abrégé, raccourci.
corrogatus|corrŏgātus, a, um : part. passé de corrogo; quêté, mendié; obtenu.
corrosus|corrōsus, a, um : part. passé de corrodo.
crassatus|crassātus, a, um : part. passé de crasso.
crassificatus|crassĭfĭcātus, a, um : part. passé de crassifico; épaissi.
creatus|crĕātus, a, um : part. passé de creo.
credens|crēdens, entis : - 1 - part. prés. de credo. - 2 - adj. qui a la foi.
creditus|crēdĭtus, a, um : part. passé de credo. - 1 - prêté. - 2 - confié. - 3 - cru (en parl. de pers.). - 4 - cru (en parl. des ch.).
crematus|crĕmātus, a, um : part. passé de cremo.
cretus|crētus, a, um : 1 - part. passé de cresco - né, engendré, issu de. 2 - part. passé de cerno - sassé, bluté, passé au crible.
criminatus|crīmĭnātus, a, um : part. passé de criminor. - 1 - ayant accusé. - 2 - sens passif : accusé.
crinitus|crīnītus, a, um : part. passé de crinio. - 1 - bien fourni en cheveux. - 2 - orné d'une crinière.
crispans|crispans, antis : part. prés. de crispo. - 1 - qui plisse, qui ride. - 2 - qui brandit, qui lance. - 3 - ridé, plissé, bouclé, frisé.
crispatus|crispātus, a, um : part. passé de crispo.
crispicans|crispĭcans, antis : part. prés. de crispico, inusité; qui ride.
cruciatus|crŭcĭātus, a, um : part. passé de crucio. - a - mis à la torture, torturé. - b - travaillé, poli (en parl. du style).
cruentatus|cruentātus, a, um : part. passé de cruento; ensanglanté.
crustatus|crustātus, a, um : part. passé de crusto; revêtu, incrusté, orné de reliefs.
culpatus|culpātus, a, um : part. passé de culpo. - 1 - blâmé, blâmable. - 2 - qui a un défaut.
cultus|cultus, a, um : part. passé de colo; a - cultivé, soigné. b - élégant. c - vêtu, orné. d - honoré, respecté, adoré
cumulatus|cŭmŭlātus, a, um : part. passé de cumulo. - 1 - accumulé, entassé. - 2 - comblé, rempli. - 3 - agrandi, augmenté. - 4 - complet, parfait, qui est au comble. - cumulata virtus, Cic. : vertu accomplie.
cunctatus|cunctātus, a, um : (Lebaigue P. 315) part. passé de cunctor. - 1 - circonspect. - 2 - qui se décide difficilement, qui hésite.
cuneatus|cŭnĕātus, a, um : - 1 -part. passé de cuneo. - 2 -adj. cunéiforme.
cupiens|cŭpĭens, entis : part. prés. de cupio; qui désire.
cupitus|cupitus, a, um : part. passé de cupio; désiré, souhaité, convoité.
curatus|curātus, a, um : part. passé de curo.
curtatus|curtātus, a, um : part. passé de curto; diminué.
curvatus|curvātus, a, um : part. passé de curvo.
damnatus|damnātus, a, um : (Lebaigue P. 322 et P. 323) part. passé de damno. - 1 - condamné (judiciairement), tenu de, obligé de. - 2 - condamné, rejeté. - 3 - négligé, rejeté. - 4 - tenu d'accomplir un voeu, dont le voeu a été exaucé.
datus|dătus, a, um : part. passé de do. - a - mis, placé, jeté. - b - donné, accordé. - c - assigné, destiné.
dealbatus|dĕalbātus, a, um : part. passé de dealbo. - 1 - blanchi, couvert de ciment blanc. - 2 - agréable aux yeux.
deamatus|dĕamātus, a, um : part. passé de deamo; bienvenu, qui a fait plaisir.
deargentatus|dĕargentātus, a, um : part. passé de deargento; argenté, blanc.
debens|dēbens, entis : part. présent de debeo.
debitus|dēbĭtus, a, um : part. passé de debeo. - 1 - dû (au pr. et au fig.). - 2 - réservé, destiné, prédestiné. - 3 - Virg. condamné par le destin.
decantatus|dēcantātus, a, um : part. passé de decanto.
deceptus|deceptus, a, um : part. passé de decipio; trompé, déçu.
decerptus|decerptus, a, um : part. passé de decerpo. - 1 - cueilli. - 2 - détaché, tiré de.
decessus|decessus, a, um : part. passé de decedo.
decimatus|dĕcĭmātus, a, um : part. passé de decimo. - 1 - décimé. - 2 - choisi, distingué; de choix, d'élite.
decisus|dēcīsus, a, um : part. passé de decido. - 1 - coupé, retranché, taillé. - 2 - gravé, inscrit. - 3 - décidé, réglé, arrangé.
decitans|dēcĭtans, antis : part. prés. de decito, inusité, Apul. rendant la marche rapide, faisant glisser.
declamatus|dēclāmātus, a, um : part. passé de declamo.
declinatus|declīnātus, a, um : part. passé de declino. - a - détourné, éloigné, qui est sur le déclin. - b - dérivé (t. de gram.).
decoctus|decoctus, a, um : part. passé de decoquo. - a - réduit par la cuisson. - b - mûri par le travail, soigné, travaillé. - c - fade, insipide, mou.
decollatus|decollātus, a, um : part. passé de decollo; décapité.
decoloratus|decolorātus, a, um : part. passé de decoloro. - 1 - dont la couleur est altérée, pâle, terni. - 2 - corrompu.
decoratus|dĕcŏrātus, a, um : part. passé de decoro. - 1 - décoré, honoré. - 2 - orné, soigné, élégant.
decretus|dēcrētus, a, um : 1 - part. passé de decerno. - a - décrété, décerné. - b - décidé, terminé. 2 - part. passé arch. de decresco; diminué.
deculpatus|dēculpatus, a, um, part. passé de deculpo, inusité : blâmable.
decuplatus|dēcuplātus, a, um : part. passé de decuplo; décuplé.
decuriatus|dĕcŭrĭātus, a, um : part. passé de decurio. - a - distribué par centuries. - b - au fig. qui accuse la cinquantaine.
decursus|dēcursus, a, um : part. passé de decurro.
decurtans|dēcurtans, antis, part. prés. de decurto, inusité : coupant, enlevant.
decussus|dēcussus, a, um : part. passé de decutio; abattu en secouant, chassé.
dedicatus|dēdĭcātus, a, um : part. passé de dedico.
dedignatus|dēdignātus, a, um : part. passé de dedignor; qui a dédaigné.
deditus|dēdĭtus, a, um : part. passé de dedo. - 1 - livré, donné, abandonné; qui s'est rendu, qui a capitulé. - 2 - dévoué à. - 3 - adonné à, porté à, livré à.
dedolatus|dēdŏlātus, a, um : part. passé de dedolo.
deductus|dēductus, a, um : part. passé de deduco. - a - tiré de haut en bas, emmené de, détourné, amené (au pr. et au fig.). - b - tiré du chantier, mis à flot (navire). - c - emmené comme colon. - d - conduit solennellement. - e - développé. - f - tissé, élaboré avec soin. - g - abaissé, bas (au pr. et au fig.).
defaecatus|dēfaecātus, a, um : part. passé de defaeco. - 1 - clarifié. - 2 - nettoyé.
defectus|dēfectus, a, um : part. passé de deficio. - a - privé de, dépourvu de. - b - affaibli, épuisé, diminué; découragé.
defensus|dēfensus, a, um : part. passé de defendo. - 1 - gardé, mis à l'abri. - 2 - défendu, protégé. - 3 - repoussé, éloigné.
defessus|dēfessus, a, um : part. passé de defetiscor; las, fatigué, harassé, épuisé.
definitus|dēfīnītus, a, um : 1 - part. passé de definio. 2 - part.-adj. clair, précis, défini.
defixus|dēfixus, a, um : part. passé de defigo. - 1 - fiché, enfoncé. - 2 - attaché, fixe, immobile.
deflagratus|dēflāgrātus, a, um : part. passé de deflagro; incendié.
deflatus|dēflātus, a, um : part. passé de deflo. - 1 - rejeté en soufflant. - 2 - débité (discours).
defletus|dēflētus, a, um : part. passé de defleo; pleuré, déploré.
deflexus|dēflexus, a, um : part. passé de deflecto; courbé, détourné.
defloratus|dēflōrātus, a, um : part. passé de defloro. - 1 - privé de sa fleur, flétri. - 2 - choisi, trié.
deformatus|dēformātus, a, um : part. passé de deformo (1) : formé, façonné, dessiné. (2) : privé de sa forme, déformé, laid.
defossus|defossus, a, um : part. passé de defodio; creusé; enfoui.
defractus|dēfractus, a, um : part. passé de defringo.
defrictus|dēfrictus, a, um : part. passsé de defrico.
defunctus|defunctus, a, um : part. passé de defungor. - a - qui s'est acquitté de, qui a rempli (une tâche), délivré de, libre de. - b - sens passif : accompli (en parl. du temps).
defusus|dēfusus, a, um : part. passé de defundo.
degeneratus|degenerātus, a, um : part. passé de degenero; de qui on a dégénéré.
dehaustus|dehaustus, a, um : part. passé de dehaurio.
dehonestatus|dĕhŏnestātus, a, um : part. passé de dehonesto; défiguré.
deificatus|dĕĭfĭcātus, a, um : part. passé de deifico.
dejectus|dejectus, a, um : part. passé de dejicio (deicio). - a - jeté à bas, renversé, abattu, détruit. - b - abaissé, bas. - c - renversé d'un coup mortel, tué. - d - enlevé, ôté. - e - délogé, débusqué, culbuté. - f - dépossédé, repoussé, privé de; déchu. - g - découragé, abattu. - h - soumis, repentant. - i - jeté à la hâte, écrit négligemment, négligé. - 10 - bas, abject, vil.
delapsus|delapsus, a, um : part. passé de delabor. - a - qui est tombé. - b - né, sorti de (au fig.).
delatus|delātus, a, um : part. passé de defero. - 1 - apporté, porté. - 2 - déféré, offert. - 3 - dénoncé.
delavatus|delavātus, a, um : part. passé de delavo.
delectatus|delectātus, a, um : part. passé de delecto; charmé, réjoui.
delectus|delectus, a, um : part. passé de deligo, ĕre. - a - choisi. - b - levé, recruté. - c - cueilli.
delegatus|delegātus, a, um : part. passé de delego.
deletus|dēlētus, a, um : part. passé de deleo. - a - effacé. - b - détruit.
delibatus|delibātus, a, um : part. passé de delibo. - 1 - enlevé, détaché de, choisi. - 2 - entamé, amoindri, altéré, gâté; retranché.
deliberatus|deliberātus, a, um : part. passé de delibero. - 1 - délibéré, examiné. - 2 - décidé, résolu.
delibratus|delibrātus, a, um : part. passé de delibro; dépouillé de son écorce.
delibutus|delibutus, a, um : part. passé de delibuo; oint, frotté de, couvert de.
delictus|delictus, a, um : part. passé de delinquo.
delitus|dēlĭtus : part. passé de delino; barbouillé, oint, frotté de.
delotus|dēlōtus, a, um : part. passé de delavo; délayé.
delumbatus|dēlumbātus, a, um : part. passé de delumbo. - 1 - éreinté. - 2 - courbé, arrondi.
delusus|dēlūsus, a, um : part. passé de deludo.
demensus|dēmensus, a, um : part. passé de demetior. - 1 - qui a mesuré. - 2 - sens passif : mesuré.
dementatus|dēmentātus, a, um : part. passé de demento; rendu fou, égaré.
demeritus|dēmĕrĭtus, a, um : part. passé de demereo.
demessus|dēmessus, a, um : part. passé de demeto, ĕre; moissonné, cueilli.
demetatus|dēmētātus, a, um : part. passé de demeto, āre : borné, délimité.
deminutus|dēmĭnūtus, a, um : part. passé de deminuo. - 1 - diminué, retranché, amoindri. - 2 - aliéné partiellement.
demissus|dēmissus, a, um : 1 - part. passé de demitto. 2 - adj. a - abaissé, bas. b - fig. qui s'abaisse, modeste, timide. c - affaissé, abattu. d - de condition effacée, modeste. e - poét. descendant de, provenant de, originaire de.
demolitus|dēmōlītus, a, um : - 1 - part. passé de demolior : qui a démoli. - 2 - Ulp. part. passé de demolio : démoli.
demoratus|dēmorātus, a, um : part. passé de demoror; qui a retardé, qui a attendu.
demorsus|dēmorsus, a, um : part. passé de demordeo; rongé.
demortuus|dēmortŭus, a, um : part. passé de demorior. - 1 - mort. - 2 - perdu.
demugitus|dēmugitus, a, um : part. passé de demugio; rempli de mugissements.
demulcatus|dēmulcātus, a, um : part. passé de demulco; maltraité.
demussatus|dēmussātus, a, um : part. passé de demusso, inusité : souffert en silence.
denormatus|denormātus, a, um : part. passé de denormo; tortueux, tortu.
denotatus|denotātus, a, um : part. passé de denoto; indiqué, marqué, connu.
densatus|densātus, a, um : part. passé de denso; pressé, condensé.
denudatus|denudātus, a, um : part. passé de denudo. - 1 - mis à nu, découvert. - 2 - dépossédé, spolié.
deopertus|dĕŏpertus, a, um : part. passé de deoperio.
deosculatus|deosculātus, a, um : part. passé de deosculor. - 1 - ayant embrassé. - 2 - ayant loué. - 3 - sens passif : ayant été embrassé.
depactus|depactus, a, um : 1 - part. passé de depaciscor; ayant fait un pacte. 2 - part. passé de depango. - a - enfoncé, planté. - b - fixé, déterminé.
depastus|depastus, a, um : 1 - part. passé de depasco. - a - dont on s'est nourri, mangé, brouté. - b - consumé, ravagé; mutilé. 2 - part. passé de depascor; qui a brouté.
depectus|depectus, a, um : part. passé de depeciscor (depaciscor); qui a fait un pacte.
depeculatus|depeculātus, a, um : part. passé de depeculor. - a - ayant dépouillé. - b - sens passif : volé, dépouillé, spolié.
depensus|depensus, a, um : part. passé de dependo.
deperditus|deperditus, a, um : part. passé de deperdo; perdu, anéanti, dépravé.
depexus|depexus, a, um : part. passé de depecto; peigné; au fig. battu, étrillé.
depictus|depictus, a, um : part. passé de depingo. - 1 - peint, brodé. - 2 - trop orné (en parl. du style).
depilatus|depilātus, a, um : part. passé de depilo : - a - épilé, plumé, pelé. - b - au fig. plumé, volé, dupé.
depilatus|depilātus, a, um : part. passé de depilor : qui a pillé.
deplexus|deplexus, a, um : part. passé de deplector; qui embrasse, qui étreint fortement.
deploratus|deplorātus, a, um : part. passé de deploro; déploré, pleuré, qui a eu nos derniers regrets, désespéré, abandonné.
depolitus|depolitus, a, um : part. passé de depolio; parfait, achevé.
depopulatus|depopulātus, a, um : part. passé de depopulor. - 1 - qui a ravagé. - 2 - sens passif : ravagé, dévasté.
depositus|depositus, a, um : part. passé de depono. - 1 - mis à terre, déposé, quitté, mis de côté. - 2 - mis en dépôt, confié à. - 3 - désespéré, perdu, mort, enterré. - 4 - abattu, renversé, démoli, détruit.
depransus|depransus, a, um : part. passé de deprandeo. - 1 - à jeun. - 2 - sens passif : mangé, dévoré.
depravatus|depravātus, a, um : part. passé de depravo. - 1 - contourné, déformé, défait. - 2 - altéré, corrompu, vicié.
deprecatus|deprecātus, a, um : part. passé de deprecor. - 1 - qui a prié, qui a imploré. - 2 - ayant prononcé des paroles d'imprécation. - 3 - sens passif : éloigné, détourné. - 4 - sens passif : prié, supplié.
deprehensus|deprehensus, a, um : part. passé de deprehendo. - 1 - pris, arrêté, retenu, intercepté. - 2 - surpris par la tempête. - 3 - pris sur le fait, pris en flagrant délit. - 4 - découvert, reconnu, observé. - 5 - embarrassé.
depressus|depressus, a, um : part. passé de deprimo. - 1 - abaissé, bas. - 2 - coulé bas, submergé. - 3 - bas (en parl. de la voix). - 4 - abaissé, affaibli, ruiné. - 5 - mauvais (style).
deproelians|deproelians, antis, part. prés. de deproelio, inusité : qui combat avec acharnement.
depulsus|depulsus, a, um : part. passé de depello. - 1 - chassé, repoussé, renversé. - 2 - chassé de sa position, déchu de. - 3 - détourné, éloigné, dissuadé de. - 4 - sevré. - depulsus (lacte, a lacte) : sevré.
dequestus|dequestus, a, um : part. passé de dequeror; qui s'est plaint de, qui a déploré.
derasus|derasus, a, um : part. passé de derado. - 1 - enlevé en ratissant, rasé. - 2 - froissé, endommagé.
derectus|derectus, a, um : part. passé de dirigo. - 1 - droit, direct, aligné, raide, escarpé, à pic. - 2 - enfoncé, poussé (en parl. d'un trait). - 3 - envoyé, expédié, adressé.
derelictus|derelictus, a, um : part. passé de derelinquo; abandonné.
dereptus|dereptus, a, um : part. passé de deripio; enlevé, arraché, ôté.
derisus|derisus, a, um : part. passé de derideo; raillé, bafoué.
derosus|derōsus, a um, part. passé de derodo, inusité : Cic. Plin. rongé.
deruptus|deruptus, a, um : part. passé de derumpo. - 1 - fortement incliné, penché, en pente. - 2 - escarpé, à pic.
descensus|descensus, a, um : part. passé de descendo; qui a été descendu.
descissus|descissus, a, um, part. passé de descindo, inusité : déchiré, écorché.
descriptus|descriptus, a, um : part. passé de describo. - 1 - trancrit, copié. - 2 - écrit. - 3 - tracé, dessiné; représenté par la parole. - 4 - assigné. - 5 - enrôlé. - 6 - bien disposé, régulier. - 7 - classé, rangé.
desectus|dēsectus, a, um : part. passé de deseco; coupé.
desertus|dēsertus, a, um : part. passé de desero. - 1 - abandonné, délaissé. - 2 - désert, inculte, sauvage (en parl. d'un lieu). - 3 - Prop. solitaire.
desiderans|dēsiderans, antis : part. présent de desidero; désiré, regretté.
desideratus|dēsiderātus, a, um : part. passé de desidero. - 1 - désiré, attendu. - 2 - qu'on regrette, perdu, qui manque.
designatus|dēsignātus, a, um : part. passé de designo. - 1 - marqué. - 2 - désigné (pour remplir une charge l'année suivante). - 3 - Cic. destiné.
desipiens|dēsipiens, entis : part. prés. de desipio.
desitus|dēsĭtus, a, um : 1 - part. passé de desino; qu'on a cessé (de). 2 - [de + satus] semé.
desolatus|dēsolātus, a, um : part. passé de desolo. - 1 - délaissé, abandonné. - 2 - ravagé.
desolutus|dēsolutus, a, um : part. passé de desolvo, inusité : payé.
despectus|despectus, a, um : part. passé de despicio; méprisé, dédaigné.
desperatus|despērātus, a, um : part. passé de despero; désespéré, perdu, sur qui on ne compte plus.
despicatus|despĭcātus, a, um : part. passé de despicor. - a - qui a méprisé. - b - sens passif : méprisé.
despiciens|despĭcĭens, entis : part. prés. de despicio; qui méprise.
despoliatus|despŏlĭātus, a, um : part. passé de despolio; dépouillé, ruiné
desponsatus|desponsātus, a, um : part. passé de desponso.
desponsus|desponsus, a, um : part. passé de despondeo; promis, fiancé.
despuens|despuens, entis : part. prés. de despuo; qui méprise.
despumatus|despumātus, a, um : part. passé de despumo; dont on a enlevé l'écume.
desquamatus|desquamātus, a, um : part. passé de desquamo; écorcé.
destinatus|destinātus, a, um : part. passé de destino. - 1 - enchaîné, lié. - 2 - fixé, assujetti. - 3 - arrêté, fixé, résolu, déterminé, ferme, opiniâtre. - 4 - Cat. constant, persévérant. - 5 - destiné, réservé, affecté à (un but ou à un usage). - 6 - disposé à, prêt à. - 7 - visé (comme but). - 8 - Plaut. acheté. - 9 - Dig. envoyé, dépêché.
destitutus|destitutus, a, um : part. passé de destituo. - 1 - établi, placé. - 2 - délaissé, abandonné, privé, dépouillé, dépourvu de. - 3 - enlevé, ôté. - 4 - trompé, trahi.
destrictus|destrictus, a, um : part. passé de destringo. - 1 - arraché, détaché, cueilli. - 2 - tiré du fourreau (en parl. d'une épée). - 3 - tiré, relevé (en parl. d'une tunique). - 4 - effleuré, blessé légèrement; léger (en parl. d'une blessure). - 5 - censuré, blâmé; sévère, rigide, rigoureux.
destructus|destructus, a, um : part. passé de destruo. - 1 - détruit. - 2 - ruiné (dans l'opinion).
desuctus|dēsuctus, a, um : , part. passé de desugo.
desudatus|dēsūdātus, a, um : part. passé de desudo. - 1 - distillé. - 2 - qui a coûté beaucoup de fatigue, fatigant, laborieux, pénible.
desuefactus|dēsuēfactus, a, um : part. passé de desuefacio; déshabitué, désaccoutumé.
desuetus|dēsuētus, a, um : part. passé de desuesco. - 1 - déshabitué (de qqch, aliqua re). - 2 - dont on a perdu l'habitude.
detectus|detectus, a, um : part. passé de detego.
detensus|detensus, a, um : part. passé de detendo.
detentatus|detentātus, a, um : part. passé de detendo; détenu.
detentus|detentus, a, um : part. passé de detineo; retenu, arrêté.
deterritus|dēterritus, a, um : part. passé de deterreo; détourné, éloigné.
detersus|dētersus, a, um : part. passé de detergeo. - 1 - essuyé. - 2 - nettoyé, lavé.
detestatus|dētestātus, a, um : part. passé de detestor. - 1 - qui a détesté, qui a maudit. - 2 - sens passif détesté, exécré, maudit.
detextus|dētextus, a, um : part. passé de detexo. - 1 - tissé. - 2 - achevé, traité.
detonsus|detonsus, a, um : part. passé de detondeo; tondu, coupé.
detorsus|detorsus, a, um : part. passé de detorqueo. - 1 - détourné. - 2 - contrefait, tortu. - 3 - erroné, faux. - 4 - dérivé (en parl. d'un mot).
detortus|detortus, a, um : part. passé de detorqueo. - 1 - détourné. - 2 - contrefait, tortu. - 3 - erroné, faux. - 4 - dérivé (en parl. d'un mot).
detractus|dētractus, a, um : part. passé de detraho.
detritus|dētrītus, a, um : part. passé de detero.
detruncatus|dētruncātus, a, um : part. passé de detrunco.
detrusus|dētrūsus, a, um : part. passé de detrudo; poussé, chassé, précipité de.
deturbatus|dēturbātus, a, um : part. passé de deturbo.
deturgens|dēturgens, entis : part. prés. de deturgeo; qui décroît (en parl. d'un fleuve).
deustus|deustus, a, um : part. passé de deuro; entièrement brûlé.
devectus|dēvectus, a, um : part. passé de deveho.
devenustatus|dēvĕnustātus, a, um : part. passé de devenusto; dégradé, flétri.
devictus|dēvictus, a, um : part. passé de devinco.
devinctus|dēvinctus, a, um : part. passé de devincio.
devolutus|dēvŏlūtus, a, um : part. passé de devolvo; qui a roulé d'en haut, précipité.
devoratus|dēvŏrātus, a, um : part. passé de devoro.
devotatus|dēvōtātus, a, um : part. passé de devoto.
devotus|dēvōtus, a, um : part. passé de devoveo. adj. a - dévoué, zélé. b - adonné à. c - prêt pour. d - soumis à Dieu, pieux, dévôt.
devulsus|dēvulsus, a, um : part. passé de devello.
dicatus|dicātus, a, um : part. passé de dico, āre; dédié, consacré.
dictatus|dictātus, a, um : part. passé de dicto; dit, dicté.
diditus|dīdĭtus, a, um : part. passé de dido, ĕre; répandu.
diductus|dīductus, a, um : part. passé de diduco.
diffamatus|diffamātus, a, um : part. passé de diffamo; divulgué.
differens|differens, entis : part. prés. de differo; différent.
diffidens|diffidens, entis : part. présent de diffido; défiant.
diffissus|diffissus, a, um : part. passé de diffindo.
diffisus|diffisus, a, um : part. passé de diffido; qui se défie de.
difflatus|difflātus, a, um : part. passé de difflo.
diffractus|diffractus, a, um : part. passé de diffringo.
diffusus|diffusus, a, um : part. passé de diffundo; étendu, dispersé, répandu; épanoui, égayé.
digestus|dīgestus, a, um : part. passé de digero. - a - divisé, partagé. - b - mis en ordre, arrangé.
dignatus|dignātus, a, um : part. passé de digno et de dignor. - 1 - qui a daigné, qui a jugé digne - 2 - sens passif : jugé digne.
digressus|digressus, a, um : part. passé de digredior; qui s'est éloigné, qui s'est retiré.
dijunctus|dijunctus, a, um : (Lebaigue P. 381 et P. 382) part. passé de disjungo; éloigné, distinct, séparé.
dilapidatus|dilapidātus, a, um : part. passé de dilapido; dilapidé, dissipé.
dilapsus|dilapsus, a, um : part. passé de dilabor. - 1 - qui s'est écoulé en tous sens, fondu, dispersé; qui s'est écroulé, décomposé, dissous. - 2 - détruit, évanoui, perdu (fig.).
dilargitus|dilargitus, a, um : part. passé de dilargior. - 1 - qui a prodigué. - 2 - sens passif : prodigué.
dilatatus|dilatātus, a, um : part. passé de dilato; étendu, dilaté.
dilatus|dilātus, a, um : part. passé de differo. - 1 - répandu, publié, divulgué. - 2 - différé, remis, ajourné.
dilectus|dilectus, a, um : part. passé de diligo; aimé, chéri, cher.
diligens|diligens, entis : part. prés. de diligo. - 1 - qui aime, qui est attaché à. - 2 - exact, soigneux, consciencieux, attentif. - 3 - économe, ménager.
dilutus|dīlūtus, a, um : part. passé de diluo. - 1 - délayé, trempé; liquide. - 2 - qui a un peu bu, qui est entre deux vins. - 3 - clair; faible, atténué; coupé (vin). - 4 - clair, évident, manifeste.
dimensus|dimensus, a, um : part. passé de dimentior. - 1 - qui a mesuré. - 2 - sens passif : mesuré.
dimidiatus|dimidiātus, a, um : part. passé de dimidio; partagé par moitié, demi.
dimotus|dimotus, a, um : part. passé de dimoveo. - 1 - fendu, partagé. - 2 - séparé, distingué.
diraratus|dirarātus, a, um : part. passé de diraro; qui a transpiré, qui a sué.
directus|directus, a, um : part. passé de dirigo. - 1 - droit, direct, aligné, raide, escarpé, à pic. - 2 - enfoncé, poussé (en parl. d'un trait). - 3 - envoyé, expédié, adressé.
diremptus|diremptus (diremtus), a, um : part. passé de dirimo. - a - séparé, désuni. - b - arraché.
direptus|direptus, a, um : part. passé de diripio. - 1 - pillé. - 2 - mis en pièces, déchiré.
diruptus|dīruptus, a, um : part. passé de dirumpo.
dirutus|dīrŭtus, a, um : part. passé de diruo; démoli, détruit.
discens|discens, entis : part. prés de disco.
discerptus|discerptus, a, um : part. passé de discerpo.
discessus|discessus, a, um : part. passé de discedo.
discinctus|discinctus, a, um : part. passé de discingo. - 1 - qui n'a pas de ceinture, sans ceinture. - 2 - privé de ceinturon, dégradé. - 3 - qui a une robe flottante. - 4 - négligé dans sa tenue, mal équipé. - 5 - nonchalant, oisif, efféminé, libertin, dissolu.
discissus|discissus, a, um : part. passé de discindo. - 1 - déchiré, coupé, écorché. - 2 - creusé. - 3 - au fig. séparé, coupé, morcelé.
disclusus|disclusus, a, um : part. passé de discludo; enfermé à part, séparé.
discoctus|discoctus, a, um : part. passé de discoquo.
disconveniens|disconveniens, entis : part. prés. de disconvenio. - Lact. contradictoire.
discoopertus|discoopertus, a, um : part. passé de discooperio.
discrepans|discrĕpans, antis : part. prés. de discrepo; qui diffère.
discretus|discrētus, a, um : part. passé de discerno; séparé, divisé.
discriminatus|discrīmĭnātus, a, um : part. passé de discrimino.
discursus|discursus, a, um : part. passé de discurro; parcouru.
discussus|discussus, a, um : part. passé de discutio.
disjectus|disjectus, a, um : part. passé de disjicio.
disjunctus|disjunctus, a, um : (Lebaigue P. 381 et P. 382) part. passé de disjungo; éloigné, distinct, séparé.
dispalatus|dispalātus, a, um : part. passé de dispalor; qui s'est répandu çà et là, dispersé.
dispansus|dispansus, a, um : part. passé de dispando; étendu.
disparatus|disparātus, a, um : part. passé de disparo. - 1 - séparé. - 2 - différent, disparate. - 3 - opposé (t. de rhét.).
dispectus|dispectus, a, um : 1 - part. passé de dispicio; discerné. 2 - [dis + pactus] rompu.
dispensatus|dispensātus, a, um : part. passé de dispenso. - 1 - distribué, réparti. - 2 - donné en détail.
dispensus|dispensus, a, um : part. passé de dispendo; partagé, distribué.
disperditus|disperditus, a, um : part. passé de disperdo; perdu, dont la perte est consommée, ruiné.
dispersus|dispersus, a, um : part. passé de dispergo.
dispertitus|dispertitus, a, um : part. passé de dispertio; distribué.
dispessus|dispessus, a, um : part. passé de dispando; étendu, ouvert.
dispestus|dispestus, a, um : part. passé de dispesco; rompu (en parl. d'un mariage).
displicatus|displicātus, a, um : part. passé de displico; dispersé.
displosus|displōsus, a um : part. passé de displodo. - 1 - qui se sépare avec bruit, qui éclate, qui crève. - 2 - ouvert, large. - 3 - Lucr. qui tombe avec fracas.
dispositus|dispositus, a, um : part. passé de dispono. - a - arrangé, disposé, distribué régulièrement, rangé par ordre, bien ordonné. - b - placé de distance en distance, posté. - c - statué, décidé.
dispretus|dispretus, a, um : part. passé de disperno; méprisé.
dispulsus|dispulsus, a, um : part. passé de dispello; dispersé, dissipé.
dispunctus|dispunctus, a, um : (Lebaigue P. 383 et P. 384) part. passé de dispungo. - 1 - prouvé, confirmé. - 2 - séparé, divisé.
disputatus|disputātus, a, um : part. passé de disputo; débattu (en parl. d'un compte).
dissaeptus|dissaeptus, a, um : part. passé de dissepio; détruit, renversé (en parl. d'une enceinte).
dissectus|dissectus, a, um : part. passé de disseco. - 1 - coupé en deux. - 2 - ouvert, vidé (poisson).
dissensus|dissensus, a, um : part. passé de dissentio.
disseptus|disseptus, a, um : part. passé de dissepio; détruit, renversé (en parl. d'une enceinte).
dissimulatus|dissimulātus, a, um : part. passé de dissimulo. - 1 - dissimulé, feint, caché. - 2 - négligé.
