Anaurus|Anaurus|i|m.|subst.|fleuve de Thessalie|Anauros|-us
Anaxagoras|Anaxăgŏrās|ae|m.|subst.|célèbre philosophe de Clazomène|Anaxagoras|Anaxăgŏrās
Anaxagoreus|Anaxăgŏrēus|a, um||adj.|d'Anaxagore|Anaxagoras|-rēus
Anaxagorastes|Anaxăgŏrastēs|ae|m.|subst.|disciple d'Anaxagore|Anaxagoras|-rastēs
Anazarbus|Anazarbus|i|f.|subst.|Anazarbe [ville de Cilicie]|Anazarbus|Anazarbus
Anazarbeni|Anazarbēni|ōrum|m.|subst.|habitants d'Anazarbe|Anazarbus|-bēni
ancala|ancăla|ae|f.|subst.|jarret|ancala|ancăla
aneale|aneălē|ēs|f.|subst.|jarret|ancala|aneălē
Ancharius|Anchārĭus|ĭi|m.|subst.|nom d'une famille romaine|Ancharius|Anchārĭus
Ancharianus|Anchārĭānus|a, um||adj.|de la famille Ancharia|Ancharius|Anchārĭānus
Anchialos|Anchĭălos|i|f.|subst.|ville maritime de Thrace|Anchialos|Anchĭălos
Anchialus|Anchĭălus|i|f.|subst.|ville maritime de Thrace|Anchialos|-lus
Anchialum|Anchĭălum|i|n.|subst.|ville maritime de Thrace|Anchialos|-lum
Anchialitanus|Anchĭălītānus|a, um||adj.|d'Anchiale|Anchialos|Anchĭălītānus
Anchisa|Anchīsa|ae|m.|subst.|Anchise, père d'Énée|Anchisa|Anchīsa
Anchises|Anchīsēs|ae|m.|subst.|Anchise, père d'Énée|Anchisa|Anchīsēs
Anchiseus|Anchīsēus|a, um||adj.|d'Anchise|Anchisa|-chīsēus
Anchisiades|Anchīsĭădēs|ae|m.|subst.|fils d'Anchise [Énée]|Anchisa|-chīsĭădēs
anchusa|anchūsa|ae|f.|subst.|orcanète [plante employée comme cosmétique]|anchusa|anchūsa
ancusa|ancūsa|ae|f.|subst.|orcanète [plante employée comme cosmétique]|anchusa|ancūsa
anclo|anclo|āre|||tr., puiser|anclo|anclo
anclor|anclor|āri|||tr., puiser|anclo|anclor
Ancon|Ancōn|ōnis|f.|subst.|Ancône [port d'Italie sur l'Adriatique]|2 Ancon|Ancōn
Ancona|Ancōna|ae|f.|subst.|Ancône [port d'Italie sur l'Adriatique]|2 Ancon|Ancōna
Anconitanus|Ancōnĭtānus|a, um||adj.|d'Ancône|2 Ancon|-nĭtānus
ancoralis|ancŏrālis|e||adj.|d'ancre|ancoralis|ancŏrālis
ancorale|ancŏrāle|is|n.|subst.|câble de l'ancre|ancoralis|-rāle
ancrae|ancrae|ārum|f.|subst.|vallon ou intervalle entre des arbres|ancrae|ancrae
angrae|angrae|ārum|f.|subst.|vallon ou intervalle entre des arbres|ancrae|angrae
anculae|ancŭlae|ārum|f.|subst.|divinités du second rang au service de celles du premier|anculae|ancŭlae
anculi|ancŭli|ōrum|m.|subst.|divinités du second rang au service de celles du premier|anculae|ancŭli
Ancyra|Ancȳra|ae|f.|subst.|capitale de la Galatie / ville de Phrygie|Ancyra|Ancȳra
Ancyranus|Ancȳrānus|a, um||adj.|d'Ancyre|Ancyra|-ānus
ancyromacus|ancȳrŏmăcus|i|m.|subst.|chaloupe transportant les agrès|ancyromacus|ancȳrŏmăcus
ancyromagus|ancyrŏmăgus|i|m.|subst.|chaloupe transportant les agrès|ancyromacus|ancyrŏmăgus
andabata|andăbătă|ae|m.|subst.|gladiateur qui combattait les yeux couverts|andabata|andăbătă
Andabatae|Andăbătae||||titre d'une satire de|andabata|Andăbătae
Andecavi|Andecāvi|orum|m.|subst.|Andécaves ou Andégaves [peuple de la Lyonnaise]|Andecavi|Andecāvi
Andegavi|Andegāvi|orum|m.|subst.|Andécaves ou Andégaves [peuple de la Lyonnaise]|Andecavi|-gāvi
Andecavensis|Andecāvensis||||d'Andégave|Andecavi|-cāvensis
Andegavensis|Andegāvensis||||d'Andégave|Andecavi|-gāvensis
Andecavinus|Andecāvīnus||||d'Andégave|Andecavi|-cāvīnus
Andegavinus|Andegāvīnus||||d'Andégave|Andecavi|-gāvīnus
Andes|Andēs|ĭum|f.|subst.|Andes [village près de Mantoue, patrie de Virgile]|1 Andes|Andēs
Andicus|Andicus|a, um||adj.|d'Andes|1 Andes|-dicus
andrachle|andrachlē|ēs|f.|subst.|arbousier / pourpier|andrachle|andrachlē
andrachne|andrachnē|ēs|f.|subst.|arbousier / pourpier|andrachle|-chnē
Andrius|Andrĭus|a, um||adj.|né à Andros|Andrius|Andrĭus
Andria|Andrĭa|ae|f.|subst.|l'Andrienne, comédie de Térence|Andrius|Andrĭa
Androgeon|Andrŏgĕōn|ōnis|m.|subst.|Androgée|Androgeon|Andrŏgĕōn
Androgeoneus|Andrŏgĕōnēus|a, um||adj.|d'Androgée|Androgeon|-gĕōnēus
Androgeos|Androgĕōs|ō|m.|subst.|[pour le génitif en ō,|Androgeos|Androgĕōs
Androgeus|Androgĕus|i|m.|subst.|Androgée [fils de Minos]|Androgeos|-gĕus
Andromacha|Andrŏmăcha|ae|f.|subst.|Andromaque / trag. d'Ennius|Andromacha|Andrŏmăcha
Andromache|Andrŏmăchē|ēs|f.|subst.|Andromaque / trag. d'Ennius|Andromacha|Andrŏmăchē
Andromeda|Andrŏmĕda|ae|f.|subst.|Andromède|Andromeda|Andrŏmĕda
Andromede|Andrŏmĕdē|ēs|||Andromède|Andromeda|Andrŏmĕdē
Andros|Andrŏs|i|f.|subst.|île d'Andros [une des Cyclades]|1 Andros|Andrŏs
Andrus|Andrus|i|f.|subst.|île d'Andros [une des Cyclades]|1 Andros|-us
Anemurium|Anĕmūrĭum|ĭi|n.|subst.|promontoire et ville de Cilicie|Anemurium|Anĕmūrĭum
Anemuriensis|Anĕmūrĭensis|e||adj.|d'Anémurium|Anemurium|-rĭensis
aneo|ănĕo|ēre||intr. |int., être vieille, devenir vieille|aneo|ănĕo
anesco|ănesco|ĕre||intr. |int., être vieille, devenir vieille|aneo|ănesco
anethinus|ănēthĭnus|a, um||adj.|d'aneth|anethinus|ănēthĭnus
anetinus|ănētĭnus|a, um||adj.|d'aneth|anethinus|-tĭnus
anethum|ănēthum|i|n.|subst.|aneth [plante odoriférante]|anethum|ănēthum
anetum|ănētum|i|n.|subst.|aneth [plante odoriférante]|anethum|-tum
anfariam|anfārĭam|||adv. |adv., des deux côtés|anfariam|anfārĭam
amfariam|amfārĭam|||adv. |adv., des deux côtés|anfariam|amfārĭam
anfractus|anfractŭs|ūs|m.|subst.|courbure, sinuosité / détours d'un chemin / sinuosités d'une montagne / [fig.] détours, biais, circonlocution / période|2 anfractus|anfractŭs
amfractus|amfractŭs|ūs|m.|subst.|courbure, sinuosité / détours d'un chemin / sinuosités d'une montagne / [fig.] détours, biais, circonlocution / période|2 anfractus|amfr-
angario|angărĭo|āvi, āre||tr. |tr., réquisitionner pour les corvées de transport / obliger, forcer|angario|angărĭo
angarizo|angărizo|āvi, āre||tr. |tr., réquisitionner pour les corvées de transport / obliger, forcer|angario|-izo
Angerona|Angĕrōna|ae|f.|subst.|déesse|Angerona|Angĕrōna
Angeronia|Angĕrōnĭa|ae|f.|subst.|déesse|Angerona|-ōnĭa
Angeronalia|Angĕrōnālĭa|ĭum|n.|subst.|Angéronales, fêtes d'Angérone|Angerona|-rōnālĭa
angiportum|angĭportum|ī|n.|subst.|mieux|angiportum|angĭportum
angiportus|angĭportŭs|ūs|m.|subst.|ruelle, petite rue détournée|angiportum|angĭportŭs
Angitia|Angitia|ae|f.|subst.|fille d'Éétès, soeur de Médée, devenue divinité des Marses|Angitia|Angitia
Anguitia|Anguitia|ae|f.|subst.|fille d'Éétès, soeur de Médée, devenue divinité des Marses|Angitia|Anguitia
angularis|angŭlāris|e||adj.|qui a des angles|angularis|angŭlāris
angularis|angŭlāris|is|m.|subst.|vase de forme angulaire|angularis|-āris
Angulum|Angŭlum|i|n.|subst.|ville du Samnium|Angulum|Angŭlum
Angulus|Angŭlus|i|m.|subst.|ville du Samnium|Angulum|Angŭlus
Angulanus|Angŭlānus|a, um||adj.|d'Angulum|Angulum|-lānus
Anicius|Anĭcĭus|ĭi|m.|subst.|nom de famille|Anicius|Anĭcĭus
Anicianus|Anĭcĭānus|a, um||adj.|d'Anicius / remontant au consulat d'Anicius [L. Anicius Gallus, 160 av. J.-C.]|Anicius|Anĭcĭānus
Anien|Anĭēn|ēnis|m.|subst.|l'Anio [affluent du Tibre]|Anien|Anĭēn
Anio|Anĭo|ōnis|m.|subst.|l'Anio [affluent du Tibre]|Anien|Anĭo
Anienus|Anĭēnus|i|m.|subst.|l'Anio [affluent du Tibre]|Anien|Anĭēnus
Aniensis|Anĭensis|e||adj.|de l'Anio|Anien|-ĭensis
Anienus|Anĭēnus|a, um||adj.||Anien|-ĭēnus
Anigros|Anigrŏs|i|m.|subst.|l'Anigre [fleuve de Thessalie]|Anigros|Anigrŏs
Anigrus|Anigrus|i|m.|subst.|l'Anigre [fleuve de Thessalie]|Anigros|-us
Anna|Anna|ae|f.|subst.|soeur de Didon|Anna|Anna
Anna|Anna Perenna|ae|f.|subst.|déesse italienne|Anna|Anna Perenna
annalis|annālis|e|m.|adj.|relatif à l'année / leges annales (lex annalis), lois annales, lois d'âge, lois concernant l'âge exigé pour chaque magistrature|1 annalis|annālis
annalis|annālis|is|||annalis liber)|1 annalis|annālis
annales|annāles|ĭum|||[sous ce mot sont désignés] / ° les Annales  sorte de registres des événements principaux de l'année tenus par les grands pontifes ; 2° les oeuvres particulières des premiers historiens latins, comme Fabius Pictor, Cincius Alimentus, qui écrivent en grec, Cassius Hémina, Claudius Quadrigarius, Valérius Antias, qui écrivent en latin; 3° enfin c'est le titre de l'épopée d'Ennius|1 annalis|annāles
Annianus|Annĭānus|a, um||adj.|d'Annius|Annianus|Annĭānus
Annianus|Annĭānus|i|m.|subst.|nom d'un poète romain|Annianus|-nus
Anniceris|Annĭcĕris|ōrum|m.|subst.|philosophe cyrénaïque|Anniceris|Annĭcĕris
Annicerii|Annĭcĕrīi|ōrum|m.|subst.|disciples d'Annicéris|Anniceris|Annĭcĕrīi
annon|annōn||||v. an.|annon|annōn
an|an nōn||||v. an.|annon|an nōn
annuculus|annŭcŭlus|a, um||adj.|âgé d'un an|annuculus|annŭcŭlus
annuclus|annŭclus|a, um||adj.|âgé d'un an|annuculus|annŭclus
annuum|annŭum|i|n.|subst.|revenu annuel, pension|annuum|annŭum
annua|annŭa|ōrum|n.|subst.|revenu annuel, pension|annuum|annŭa
anomalus|ănōmălus|a, um||adj.|irrégulier|anomalus|ănōmălus
anomalos|ănōmălos|on|||irrégulier|anomalus|ănōmălos
Antaeopolis|Antaeŏpŏlis|is|f.|subst.|ville de la haute Égypte|Antaeopolis|Antaeŏpŏlis
Antaeopolites|Antaeŏpŏlĭtēs nomos||||nome Antéopolite|Antaeopolis|-lĭtēs nomos
Antandros|Antandrŏs|i|f.|subst.|ville de Mysie|Antandros|Antandrŏs
Antandrus|Antandrus|i|f.|subst.|ville de Mysie|Antandros|-us
Antandrius|Antandrĭus|a, um||adj.|d'Antandros / autre nom de l'île d'Andros|Antandros|-drĭus
Antarados|Antărădŏs|i|f.|subst.|ville de Syrie|Antarados|Antărădŏs
Antaradus|Antărădus|i|f.|subst.|ville de Syrie|Antarados|-us
antegerio|antĕgĕriō|||adv. |adv., beaucoup, tout à fait|antegerio|antĕgĕriō
antigerio|antĭgĕriō|||adv. |adv., beaucoup, tout à fait|antegerio|antĭg-
antehac|antĕhāc||||avant ce temps-ci, auparavant, jusqu'à présent / antehac, deux syllabes|antehac|antĕhāc
antidhac|antĭdhāc||||avant ce temps-ci, auparavant, jusqu'à présent / antehac, deux syllabes|antehac|antĭdhāc
antela|antēla||f.|subst.|poitrail [partie du harnais couvrant la poitrine du cheval]|antela|antēla
antelena|antĕlēna||f.|subst.|poitrail [partie du harnais couvrant la poitrine du cheval]|antela|antĕlēna
antila|antĭla||f.|subst.|poitrail [partie du harnais couvrant la poitrine du cheval]|antela|antĭl-
antelucanus|antĕlūcānus|a, um||adj.|avant le jour, jusqu'avant le jour, matinal|antelucanus|antĕlūcānus
antelucanum|antĕlūcānum|i|n.|subst.|l'aube|antelucanus|-lūcānum
antelucio|antĕlūcĭō|||adv. |adv., avant le jour|antelucio|antĕlūcĭō
anteluculo|antelūcŭlō|||adv. |adv., avant le jour|antelucio|antelūcŭlō
antemeridie|antĕmĕrīdĭē||||avant midi|antemeridie|antĕmĕrīdĭē
antemeridiem|antĕmĕrīdĭem||||avant midi|antemeridie|antĕmĕrīdĭem
Antemna|Antemna|ārum|f.|subst.|ville des Sabins|Antemna|Antemna
Antemnae|Antemnae|ārum|f.|subst.|ville des Sabins|Antemna|Antemnae
Antemnates|Antemnātes|ĭum|m.|subst.|habitants d'Antemnes|Antemna|-ātes
Antenor|Antēnŏr|ŏris|m.|subst.|prince troyen, fondateur de Patavium|Antenor|Antēnŏr
Antenoreus|Antēnŏrĕus|a, um||adj.|d'Anténor|Antenor|-nŏrĕus
Antenorides|Antēnŏrĭdēs|ae|m.|subst.|descendant d'Anténor|Antenor|-nŏrĭdēs
anteoccupatio|antĕoccŭpātĭo|ōnis|f.|subst.|[mieux|anteoccupatio|antĕoccŭpātĭo
ante|antĕ occŭpātĭo||||], antéoccupation [devancer une objection]|anteoccupatio|antĕ occŭpātĭo
antepagmentum|antĕpagmentum|i|n.|subst.|ou pango), revêtement d'une maison, chambranle de porte|antepagmentum|antĕpagmentum
antipagmentum|antĭpagmentum|i|n.|subst.|ou pango), revêtement d'une maison, chambranle de porte|antepagmentum|antĭp-
antequam|antĕquăm|||conj. |[en un seul mot, ou|antequam|antĕquăm
ante|antĕ|||conj. |séparé de|antequam|antĕ
quam|quam|||conj. |[avec ind. marque un pur rapport temporel] / [avec subj. nuances logiques] / [pas de verbe personnel avec quam] / [pléonasme]|antequam|quam
anterior|antĕrĭor|ōris||adv. |qui est devant|anterior|antĕrĭor
anterius|antĕrĭus|||adv. |adv., plus tôt|anterior|-tĕrĭus
antesto|antesto|stĭti, stāre||tr. intr. |surpasser / int., alicui aliqua re, surpasser qqn en qqch / [abst] être au premier rang|antesto|antesto
antisto|antisto|stĭti, stāre||tr. intr. |surpasser / int., alicui aliqua re, surpasser qqn en qqch / [abst] être au premier rang|antesto|antisto
Anteverta|Antĕverta|ae|f.|subst.|v. Porrima|Anteverta|Antĕverta
Antevorta|Antĕvorta|ae|f.|subst.|v. Porrima|Anteverta|-vorta
anteverto|antĕverto|vertī (vortī), versum (vorsum), ĕre||tr. intr. |devancer, prendre les devants / [abst] prendre les devants, prévenir / tr., devancer, prévenir / préférer|anteverto|antĕverto
antevorto|antĕvorto|vertī (vortī), versum (vorsum), ĕre||tr. intr. |devancer, prendre les devants / [abst] prendre les devants, prévenir / tr., devancer, prévenir / préférer|anteverto|antĕvorto
Anthedon|Anthēdōn|ŏnis|f.|subst.|ville de Béotie|2 Anthedon|Anthēdōn
Anthedonius|Anthēdŏnĭus|a, um||adj.|d'Anthédon / ville de Palestine|2 Anthedon|-dŏnĭus
anthologica|anthŏlŏgĭca|ōrum|n.|subst.|anthologie|anthologica|anthŏlŏgĭca
anthologumena|anthŏlŏgūmĕna|ōrum|n.|subst.|anthologie|anthologica|anthŏlŏgūmĕna
anthropomorphitae|anthrōpŏmorphītae|ārum|m.|subst.|hérétiques qui donnaient à Dieu la forme humaine|anthropomorphitae|anthrōpŏmorphītae
anthropomorphiticus|anthrōpŏmorphītĭcus|a, um||adj.|des anthropomorphites|anthropomorphitae|-ītĭcus
anthyllion|anthyllĭŏn|ĭi|n.|subst.|c. anthyllum|anthyllion|anthyllĭŏn
anthyllium|anthyllĭum|ĭi|n.|subst.|c. anthyllum|anthyllion|-um
Antianus|Antĭānus||||v. Antium.|Antianus|Antĭānus
Antias|Antĭās||||v. Antium.|Antianus|Antĭās
Antiatinus|Antiātīnus||||v. Antium.|Antianus|Antiātīnus
Anticato|Antĭcăto|ōnis|m.|subst.|Anticaton [titre de deux ouvrages de César]|Anticato|Antĭcăto
Anticatones|Antĭcătōnes|um|m.|subst.|Anticaton [titre de deux ouvrages de César]|Anticato|Antĭcătōnes
Anticlea|Antĭclēa|ae|f.|subst.|mère d'Ulysse|Anticlea|Antĭclēa
Anticlia|Antĭclīa|ae|f.|subst.|mère d'Ulysse|Anticlea|-īa
Anticyra|Antĭcўra|ae|f.|subst.|Anticyre ; trois villes de ce nom / en Phocide, sur le golfe de Corinthe / en Locride, sur le même golfe / près du Mont oeta sur le Sperchius / toutes trois réputées pour leur ellébore|Anticyra|Antĭcўra
Anticyrenses|Antĭcўrensēs|ĭum|m.|subst.|habitants d'Anticyre|Anticyra|-rensēs
antidotum|antĭdŏtum|i|n.|subst.||antidotum|antĭdŏtum
antidotus|antĭdŏtus|i|f.|subst.||antidotum|antĭdŏtus
Antigone|Antĭgŏnē|ēs|f.|subst.|fille d'oedipe / fille du roi Laomédon|Antigone|Antĭgŏnē
Antigona|Antĭgŏna|ae|f.|subst.|fille d'oedipe / fille du roi Laomédon|Antigone|-ŏna
Antigonea|Antĭgŏnēa|ae|f.|subst.|ville d'Épire|Antigonea|Antĭgŏnēa
Antigonensis|Antĭgŏnensis||||d'Antigonée|Antigonea|-nensis
Antigonenses|Antĭgŏnenses||||habitants d'Antigonée / ville de Macédoine / d'Arcadie / de Troade|Antigonea|-nenses
Antinoeus|Antĭnŏēus||||v. Antinous.|Antinoeus|Antĭnŏēus
Antinoitae|Antĭnŏītae||||v. Antinous.|Antinoeus|Antĭnŏītae
Antinoum|Antĭnŏum|i|n.|subst.|Antinoé [ville d'Égypte fondée en l'honneur d'Antinoüs]|Antinoum|Antĭnŏum
Antinous|Antĭnŏus|i|f.|subst.|Antinoé [ville d'Égypte fondée en l'honneur d'Antinoüs]|Antinoum|Antĭnŏus
Antinoo|Antĭnŏo|ōn|m.|subst.|Antinoé [ville d'Égypte fondée en l'honneur d'Antinoüs]|Antinoum|Antĭnŏo
Antinoitae|Antĭnŏītae|ōn|m.|subst.|habitants d'Antinoé|Antinoum|-nŏītae
Antinous|Antĭnŏus|i|m.|subst.|prétendant de Pénélope / jeune homme divinisé par Hadrien|Antinous|Antĭnŏus
Antinoeus|Antĭnŏēus|a, um||adj.|d'Antinoüs|Antinous|-nŏēus
Antinoitae|Antĭnŏītae|ōn|m.|subst.|adorateurs d'Antinoüs|Antinous|-nŏītae
Antiochia|Antĭŏchīa|ae|f.|subst.|Antioche [capitale de la Syrie]|Antiochia|Antĭŏchīa
Antiochea|Antĭŏchēa|ae|f.|subst.|Antioche [capitale de la Syrie]|Antiochia|-ēa
Antiochensis|Antĭŏchensis|e||adj.|habitants d'Antioche|Antiochia|-chensis
Antiochenses|Antĭŏchenses|ĭum|m.|subst.|habitants d'Antioche|Antiochia|-chenses
Antiochenus|Antĭŏchēnus|a, um||adj.|d'Antioche / ville de Carie / de Mésopotamie / province de la Syrie|Antiochia|-chēnus
Antiochus|Antĭŏchus|i|m.|subst.|nom de plusieurs rois de Syrie / nom d'un philosophe académicien (Antiochus d'Ascalon) maître de Cicéron et de Brutus|Antiochus|Antĭŏchus
Antiochensis|Antĭŏchensis|e||adj.|d'Antiochus [le Grand]|Antiochus|-chensis
Antiochius|Antĭŏchīus|a, um||adj.|d'Antiochus [le phil.] ; pl. n|Antiochus|-chīus
Antiocheus|Antĭŏchēus|a, um||adj.|d'Antiochus [le phil.] ; pl. n|Antiochus|-chēus
Antiochia|Antĭŏchīa|a, um|m.|subst.|les disciples d'Antiochus|Antiochus|Antĭŏchīa
Antiochii|Antĭŏchīi|a, um|m.|subst.|les disciples d'Antiochus|Antiochus|Antĭŏchīi
Antiochinus|Antĭŏchīnus|a, um||adj.|d'Antiochus [le Grand] / [du philos.]|Antiochus|-chīnus
Antiopa|Antĭŏpa|ae|f.|subst.|fille de Nyctée / titre d'une tragédie de Pacuvius / épouse de Piérus [mère des Piérides]|Antiopa|Antĭŏpa
Antiope|Antĭŏpē|ēs|f.|subst.|fille de Nyctée / titre d'une tragédie de Pacuvius / épouse de Piérus [mère des Piérides]|Antiopa|Antĭŏpē
antipharmacon|antĭpharmăcŏn|i|n.|subst.|remède|antipharmacon|antĭpharmăcŏn
antipharmacum|antĭpharmăcum|i|n.|subst.|remède|antipharmacon|-cum
Antiphellos|Antĭphellŏs|i|m.|subst.|ville de Lycie|Antiphellos|Antĭphellŏs
Antiphellus|Antĭphellus|i|m.|subst.|ville de Lycie|Antiphellos|-us
Antipho|Antĭpho|ōnis|m.|subst.|le premier des orateurs attiques / nom d'un interprétateur de rêves / histrion / personnage de la comédie latine|Antipho|Antĭpho
Antiphon|Antĭphōn|ontis|m.|subst.|le premier des orateurs attiques / nom d'un interprétateur de rêves / histrion / personnage de la comédie latine|Antipho|Antĭphōn
Antipolis|Antĭpŏlis|is|f.|subst.|ville de la Narbonnaise, auj. Antibes|Antipolis|Antĭpŏlis
Antipolitanus|Antĭpŏlĭtānus|a, um||adj.|d'Antipolis / ancienne colonie du Latium|Antipolis|-lĭtānus
antisophista|antĭsŏphista|ae|m.|subst.|antisophiste, grammairien de principes opposés|antisophista|antĭsŏphista
antisophistes|antĭsŏphistēs|ae|m.|subst.|antisophiste, grammairien de principes opposés|antisophista|-ēs
antispodos|antispŏdŏs|i|m.|subst.|cendre qui tient lieu de la spode|antispodos|antispŏdŏs
antispodus|antispŏdus|i|m.|subst.|cendre qui tient lieu de la spode|antispodos|-us
Antissa|Antissa|ae|f.|subst.|ville (et île) qui touche Lesbos|Antissa|Antissa
Antissaei|Antissaei|ōrum|m.|subst.|habitants d'Antissa|Antissa|-tissaei
antistrophe|antistrŏphē|ēs|f.|subst.|antistrophe|1 antistrophe|antistrŏphē
antistropha|antistrŏpha|ae|f.|subst.|antistrophe|1 antistrophe|antistrŏpha
antitheton|antĭthĕton|i|n.|subst.|antithèse / opposition|antitheton|antĭthĕton
antithetum|antĭthĕtum|i|n.|subst.|antithèse / opposition|antitheton|-um
Antium|Antĭum|ĭi|n.|subst.|ville du Latium|Antium|Antĭum
Antianus|Antĭānus|a, um||adj.|d'Antium|Antium|-ĭānus
Antianum|Antĭanum|i|n.|subst.|le territoire d'Antium|Antium|Antĭanum
Antias|Antĭās|tis|m.|subst.|les habitants d'Antium|Antium|-ĭās
Antiates|Antĭātes|ĭum|m.|subst.|les habitants d'Antium|Antium|-ĭātes
Antiatinus|Antĭātinus|e||adj.|d'Antium|Antium|-ĭātinus
Antiensis|Antĭensis|e||adj.|d'Antium|Antium|-ĭensis
Antius|Antĭus|ĭi|m.|subst.|nom d'h.|Antius|Antĭus
Antius|Antĭus|a, um||adj.|d'Antius|Antius|-tĭus
Antonia|Antōnĭa||||v. Antonius.|Antonia|Antōnĭa
Antonianus|Antōnĭānus||||v. Antonius.|Antonia|-nĭānus
Antoninus|Antōnīnus|i|m.|subst.|Antonin [nom de plusieurs empereurs]|Antoninus|Antōnīnus
Antoninianus|Antōnīnĭānus|a, um||adj.|d'Antonin|Antoninus|-nĭānus
Antonius|Antōnĭus|ĭi|m.|subst.|Marc Antoine / l'orateur / le triumvir, petit-fils du précédt|Antonius|Antōnĭus
Antonia|Antōnĭa|ae|f.|subst.|fille du triumvir|Antonius|-tōnĭa
Antonius|Antōnĭus|a, um||adj.|d'Antoine|Antonius|-tōnĭus
Antonianus|Antōnĭānus|a, um||adj.|Antonien, d'Antoine [triumvir] ; d'où|Antonius|-tōnĭānus
Antoniani|Antōnĭāni|ārum|f.|subst.|partisans d'Antoine|Antonius|Antōnĭāni
Antonianae|Antōnĭānae|ārum|f.|subst.|discours de Cicéron contre Antoine (Philippiques) / de l'orateur Antoine|Antonius|Antōnĭānae
Antonnacum|Antonnācum|i|n.|subst.|ville de la première Belgique, auj. Andernach|Antonnacum|Antonnācum
Antonnacensis|Antonnācensis|e||adj.|d'Antonnacum|Antonnacum|-censis
anucla|ănucla||||c. anicula|anucla|ănucla
anucula|ănucŭla||||c. anicula|anucla|ănucŭla
anuncula|ănuncŭla||||c. anicula|anucla|ănuncŭla
anularis|ānŭlāris|e||adj.|qui concerne l'anneau|anularis|ānŭlāris
anulare|ānŭlāre||||blanc [de craie pilée avec le verre des chatons de bagues communes]|anularis|ānŭlāre
Anxanum|Anxānum|i|n.|subst.|ville du Samnium|Anxanum|Anxānum
Anxanani|Anxānāni|ĭum|||habitants d'Anxanum|Anxanum|-āni
Anxanates|Anxānātes|ĭum|||habitants d'Anxanum|Anxanum|-ātes
Anxur|Anxŭr|ŭris|n.|subst.|ville du Latium, plus tard Terracine|1 Anxur|Anxŭr
Anxurus|Anxŭrus|ātis|m.|subst.|Jupiter, dieu adoré à Anxur|1 Anxur|-ŭrus
Anxurnas|Anxurnās|ātis|m. m.|subst.|d'Anxur / source du voisinage|1 Anxur|-urnās
Aonia|Aŏnĭa|ae|f.|subst.|Aonie [nom myth. de la Béotie]|Aonia|Aŏnĭa
Aonides|Aŏnĭdēs|ae|m.|subst.|Aonien|Aonia|-nĭdēs
Aonidae|Aŏnĭdae|ūm|f.|subst.|Béotiens|Aonia|Aŏnĭdae
Aonis|Aŏnĭs|ĭdis|f.|subst.|femme béotienne;|Aonia|-nĭs
Aonides|Aŏnĭdes|um|f.|subst.|les Muses|Aonia|Aŏnĭdes
Aonius|Aŏnĭus|a, um||adj.|d'Aonie|Aonia|-nĭus
apala|ăpăla||||oeufs mollets|apala|ăpăla
hapala|hăpăla ōva||||oeufs mollets|apala|hăpăla ōva
Apamea|Apămēa|ae|f.|subst.|ville de la grande Phrygie / de Coelé-Syrie / de Bithynie|Apamea|Apămēa
Apameensis|Apămēensis|e||adj.|d'Apamée [Phrygie]|Apamea|-ēensis
Apamensis|Apămensis|e||adj.|d'Apamée [Phrygie]|Apamea|-ensis
Apamenus|Apămēnus|a, um||adj.|habitants d'Apamée|Apamea|-ēnus
Apameus|Apămēus|a, um||adj.|habitants d'Apamée|Apamea|-ēus
Apamei|Apămēi|ōrum|m.|subst.|habitants d'Apamée|Apamea|-ēi
ape|ape||||[arch.], arrête, empêche|ape|ape
apet|apet|||||ape|apet
apere|apēre|||||ape|apēre
apeliotes|apēlĭōtēs|ae|m.|subst.|vent d'est|apeliotes|apēlĭōtēs
apheliotes|ăphēlĭōtēs|ae|m.|subst.|vent d'est|apeliotes|ăphēlĭōtēs
Apelles|Apellēs|is|m.|subst.|célèbre peintre grec|Apelles|Apellēs
Apelleus|Apellēus|a, um||adj.|d'Apelle|Apelles|-lēus
Aperantia|Apĕrantĭa|ae|f.|subst.|petite province de Thessalie|Aperantia|Apĕrantĭa
Aperanti|Apĕrantī|ōrum|m.|subst.|habitants de l'Apérantie|Aperantia|-rantī
apexabo|ăpexăbo|ōnis|f.|subst.|sorte de boudin employé dans les sacrifices|apexabo|ăpexăbo
apexao|ăpexăo|ōnis|f.|subst.|sorte de boudin employé dans les sacrifices|apexabo|ăpexăo
Aphareus|Aphăreūs|ĕi ou ĕos|m.|subst.|roi de Messénie|Aphareus|Aphăreūs
Aphareius|Aphărēius|a, um||adj.|d'Apharée / un centaure|Aphareus|-rēius
Aphidnae|Aphidnae|ārum|f.|subst.|bourg de l'Attique|Aphidnae|Aphidnae
Aphidna|Aphidna|ae||||Aphidnae|-na
aphractus|aphractus|i|f.|subst.|vaisseau non ponté|aphractus|aphractus
aphracta|aphracta||||même sens|aphractus|aphracta
aphratum|aphrātum|i|n.|subst.|nom d'un mets [espèce de crème]|aphratum|aphrātum
afratum|afrātum|i|n.|subst.|nom d'un mets [espèce de crème]|aphratum|afrātum
Aphrodisiensis|Aphrŏdīsĭensis|e||adj.|d'Aphrodisias|Aphrodisiensis|Aphrŏdīsĭensis
Aphrodisienses|Aphrŏdīsĭenses||||habitants d'Aphrodisias|Aphrodisiensis|-enses
