emporium|emporium|ī|n||a place of trade, market-town, market, mart||||emporium
emptio|ēmptiō|ōnis|f||a buying, purchase, A purchase, thing bought||||emptio
emptito|ēmptitō|āvī, ātus, āre|||to buy, purchase||||emptito
emptor|ēmptor|ōris|m||a buyer, purchaser, who pays dearly for||||emptor
emptum|ēmptum|ī|n||a purchase, contract of purchase, in buying and selling||||emptum
emptus|ēmptus||||P. of emo||||emptus
emulgeo|ē-mulgeō|&mdash;, ulsus, ēre|||to drain out, exhaust||||emulgeo
emunctus|ēmūnctus||||P. of emungo||||emunctus
emungo|ēmungō|nxī, nctus, ere|||to wipe the nose, blow the nose||||emungo
emunio|ē-mūniō|iī, ītus, īre|||to fortify, secure, wall off, strengthen||||emunio
en|ēn||||耀0||||en
enarrabilis|ēnārrābilis|e||adj.|that may be explained, intelligible||||enarrabilis
enarro|ē-nārrō|āvī, ātus, āre|||to explain fully, recount, describe, interpret||||enarro
enascor|ē-nāscor|nātus, ī||dep.|to grow up, grow out, sprout, spring up, arise||||enascor
enato|ē-natō|āvī, &mdash;, āre|||to swim away, escape by swimming||||enato
enatus|ēnātus||||P. of enascor||||enatus
enavigo|ē-nāvigō|āvī, &mdash;, āre|||to sail away||||enavigo
endo|endo||||in||||endo
endoploratus|endoplōrātus||||to cry for help, a cry for help having been raised||||endoploratus
endromis|endromis|idis|f||a coarse woollen cloak, athlete's wrapper||||endromis
eneco|ē-necō or ēnicō|&mdash;, ctus, āre|||to kill off, exhaust, wear out, destroy, torment, plague||||eneco
enectus|ēnectus||||P. of eneco||||enectus
enervatus|ēnervātus|||adj.|unnerved, weakly, effeminate, unmanly||||enervatus
enervis|ēnervis|e||adj.|nerveless, weak||||enervis
enervo|ēnervō|āvī, ātus, āre|||to enervate, weaken, make effeminate, deprive of vigor||||enervo
enico|ēnicō|see eneco.|||LY||||enico
enim|enim||||for, for instance, namely, that is to say, I mean, in fact||||enim
enimvero|enim-vērō or enim vērō|||adv.|yes indeed, yes truly, assuredly, of a truth, to be sure, indeed||||enimvero
enisus|ēnīsus||||P. of enitor||||enisus
eniteo|ē-niteō|tuī, &mdash;, ēre|||to shine forth, shine out, gleam, brighten||||eniteo
enitesco|ēnitēscō|-nituī, &mdash;, ere|||to shine forth, become bright, be distinguished, display itself||||enitesco
enitor|ē-nītor|-nīxus or -nīsus, ī||dep.|to force a way out, struggle upwards, mount, climb, ascend||||enitor
enixe|ēnīxē|||adv.|strenuously, earnestly, zealously||||enixe
enixus|ēnīxus|||adj.|strenuous, earnest, zealous||||enixus
eno|ē-nō|āvī, &mdash;, āre|||to swim out, swim away, escape by swimming||||eno
enodate|ēnōdātē|||adv.|lucidly, explicitly||||enodate
enodatio|ēnōdātiō|ōnis|f||an unfolding, development, explanation||||enodatio
enodatus|ēnōdātus||||P. of enodo||||enodatus
enodis|ēnōdis|e||adj.|free from knots, smooth||||enodis
enodo|ēnōdō|āvī, ātus, āre|||to free from obscurity, explain, elucidate, unfold||||enodo
enormis|ēnōrmis|e||adj.|out of rule, shapeless, irregular, Immense, huge||||enormis
enotesco|ē - notēscō|notuī, &mdash;, ere|||to become known||||enotesco
ensiger|ēnsiger|gera, gerum||adj.|sword-bearing||||ensiger
ensis|ēnsis|is|m||a two-edged sword, brand, glaive||||ensis
enthymema|enthȳmēma|atis|n||a condensed syllogism, logical argument||||enthymema
enubo|ē-nūbō|nūpsī, &mdash;, ere|||to marry away, marry (to a stranger)||||enubo
enucleate|ēnucleātē|||adv.|plainly, without ornament||||enucleate
enucleatus|ēnucleātus|||adj.|pure, clean, free from undue influence, unadorned||||enucleatus
enucleo|ēnucleō|&mdash;, &mdash;, āre|||to lay open, explain in detail||||enucleo
enumeratio|e-numerātiō|ōnis|f||a counting up, enumerating, a recapitulation||||enumeratio
enumero|ē-numerō|āvī, ātus, āre|||to reckon up, count over, count out||||enumero
enumquam|ēn-umquam|see en.|||ION||||enumquam
enuntiatio|ēnūntiātiō|ōnis|f||a proposition, enunciation||||enuntiatio
enuntiatum|ēnūntiātum|ī|n||a proposition||||enuntiatum
enuntio|ē-nūntiō|āvī, ātus, āre|||to speak out, say, express, assert||||enuntio
enuptio|ēnūptiō|ōnis|f||the right to marry||||enuptio
enutrio|ē-nūtriō|īvī, &mdash;, īre|||to bring up, nourish, support||||enutrio
eo|eō|īvī or iī|||to go, walk, ride, sail, fly, move, pass, on foot, to ride, as they ride, flowed, To go, march, move, advance, attack, To pass, turn, be transformed, to go, pass, proceed, move, advance, enter, betake oneself, spreads, rises, to accede to, adopt, vote for, follow, the decision was, supin. acc., to go about, set out, prepare, go then, go now, go on, to pass by, pass away, as they fly, to go, proceed, turn out, happen, continued, to fare, prosper, be fated||||eo1
eo|eō|||adv.|||||eo2
eodem|eōdem|||adv.|T||||eodem
Eos|ēōs||f||the dawn||||Eos
Eous|Eōus or ēōus|||adj.|of dawn, of the morning||||Eous
epastus|ē-pāstus|||adj.|eaten up||||epastus
ephebus|ephēbus|ī|m||a youth (strictly a Greek from 16 to 20 years of age)||||ephebus
ephemeris|ephēmeris|idis|f||a day-book, diary, ephemeris||||ephemeris
ephippiatus|ephippiātus|||adj.|riding with a saddle||||ephippiatus
ephippium|ephippium|ī|n||a pad-saddle, caparison, rug (as a rider's seat)||||ephippium
ephorus|ephorus|ī|m||a Spartan magistrate, one of the five Ephori||||ephorus
epicopus|epicōpus|||adj.|furnished with oars||||epicopus
epicus|epicus|||adj.|epic, heroic||||epicus
epidicticus|epidīcticus|||adj.|for display, declamatory||||epidicticus
epigramma|epigramma|atis|n||an inscription||||epigramma
epilogus|epilogus|ī|m||a peroration, epilogue||||epilogus
epimenia|epimēnia|ōrum|n||provisions for a month, rations||||epimenia
epiredia|epirēdia|ōrum|n||traces, carts, wagons||||epiredia
epistola|epistola|see epistula.|||||||epistola
epistolium|epistolium|ī|n||a short letter, note||||epistolium
epistula|epistula or epistola|ae|f||a written communication, letter, epistle||||epistula
epitaphios|epitaphios|ī|m||a funeral oration||||epitaphios
epitome|epitomē||f||an abridgment, epitome||||epitome
epodes|epodes|um|m||a kind of sea-fish||||epodes
Epona|Epona|ae|f||the goddess of mule-drivers||||Epona
epops|epops|opis|m||a hoopoe||||epops
epos|epos||n||a heroic poem||||epos
epotus|ē-pōtus||||drunk off, drained, exhausted||||epotus
epulae|epulae|ārum|f||viands, sumptuous food, dishes, meats||||epulae
epularis|epulāris|e||adj.|of a feast, at a banquet||||epularis
epulo|epulō|ōnis|m||a guest at a feast, feaster, carouser, A boon companion, a college of priests to conduct sacrificial banquets||||epulo
epulor|epulor|ātus, ārī||dep.|to feast, banquet, dine, as a dish||||epulor
epulum|epulum|ī|n||a sumptuous meal, banquet, feast, dinner||||epulum
equa|equa|ae|f||a mare||||equa
eques|eques|itis|m||a horseman, rider, the horse and his rider, A horse - soldier, trooper, cavalryman, horseman, cavalry, collect., A knight, one of the equestrian order, collect., the equestrian order, the spectators in the knights' seats||||eques
equester|equester (-tris, L.)|tris, tre||adj.|of a horseman, equestrian, Of cavalry, Of the knights of the equestrian order, equestrian, knightly, rank||||equester
equidem|equidem|||adv.|verily, truly, indeed, at all events, st pers. sing, For my part, as far as I am concerned, certainly, by all means, of course, to be sure, indeed, no doubt||||equidem
equinus|equīnus|||adj.|of a horse, of horses, a horse-hair, a bowstring of horse-hair||||equinus
equiria|equīria|ōrum|n||annual races in the Campus Martius, in honor of Mars||||equiria
equitabilis|equitābilis|e||adj.|fit for riding, smooth||||equitabilis
equitatus|equitātus|ūs|m||cavalry, large bodies of cavalry, The equestrian order, knights||||equitatus
equito|equitō|āvī, ātus, āre|||to ride, be a horseman, practise riding, range, man&oelig;uvred, to ride, career||||equito
equuleus|equuleus|see eculeus.|||||||equuleus
equus|equus or ecus|ī|m||a horse, steed, charger, without a rider, mounted, will use extreme diligence, with horse and foot, with might and main, with their whole force, a chariot, A sea-horse, The Trojan Horse, a play of Livius Andronicus, treason.&mdash;The constellation Pegasus||||equus
era|era||f||the mistress of a house, mistress, lady, A mistress, ruler, A sweetheart||||era
eradico|ērādīcō|&mdash;, &mdash;, āre|||to root out, extirpate, annihilate||||eradico
erado|ē-rādō|sī, &mdash;, ere|||to scrape off, shave||||erado
Erebus|Erebus|ī|m||the god of darkness||||Erebus
erectus|ērēctus|||adj.|set up, upright, elevated, lofty, elevated, lofty, noble, Haughty, arrogant, lofty, Intent, attentive, eager, aroused, on the alert, Animated, encouraged, resolute||||erectus
erepo|ē-rēpō|rēpsī|||to crawl over, make a way out of||||erepo
ereptio|ēreptiō|ōnis|f||a forcible seizure, robbery||||ereptio
ereptor|ēreptor|ōris|m||a robber, plunderer||||ereptor
ereptus|ēreptus||||P. of eripio||||ereptus
eres|ērēs|see heres.|||known||||eres
erga|ergā||||towards, in respect of, in relation to||||erga
ergastulum|ergastulum|ī|n||a workhouse, house of correction, penitentiary||||ergastulum
ergo|ergō (ergo, O.)|||adv.|TO||||ergo
ericius|ēricius|ī|m||a beam set with spikes, chevaux-de-frise||||ericius
erifuga|erifuga (heri-)|ae|m||a runaway||||erifuga
erigo|ērigō|rēxī, rēctus, ere|||to raise up, lift, set up, erect, elevate, lead up, build, stop, to rise, rising, springs up, tells of their transformation, to arouse, excite, stir, instigate, animate, To raise up, cheer, encourage, we take courage||||erigo
erilis|erīlis|||adj.|of the head of a family, the master's, mistress's||||erilis
Erinys|Erīnys||f||a Fury, goddess of revenge, Remorse||||Erinys
eripio|ēripiō|ipuī, eptus, ere|||to tear out, snatch away, wrest, pluck, tear, take away, To rescue, deliver, free, reflex., to break away, rescue oneself, escape, to take away, snatch away, take violently, remove, deprive, free, caught up eagerly, was lost, flee, the power of speech, I shall scarcely destroy your desire||||eripio
erogatio|ērogātiō|ōnis|f||a paying out, distribution||||erogatio
erogo|ē-rogō|āvī, ātus, āre|||to appropriate, pay out, pay, expend (usu. from the public treasury)||||erogo
errabundus|errābundus|||adj.|wandering about, vagrant, at random||||errabundus
errans|errāns|ntis|||RANDOM||||errans
erraticus|errāticus|||adj.|wandering, roving, erratic||||erraticus
erratio|errātiō|ōnis|f||a wandering, roving about, nothing moves at random||||erratio
errator|errātor|ōris|m||a wanderer||||errator
erratum|errātum|ī|n||an error, mistake, fault||||erratum
erratus|(errātus, ūs)||m||a wandering, winding, plur.||||erratus
erro|errō|āvī, ātus, āre|||N||||erro1
erro|errō|ōnis|m||a wanderer, vagabond, A wanderer in love||||erro2
error|error|ōris|m||a wandering, straying, strolling, A going astray, missing the way, A winding, meandering, maze, intricacy, a doubt, uncertainty, ambiguity, ignorance, confusion, A going astray, going wrong, error, mistake, delusion, infatuation, snare, delusion||||error
erubesco|ē-rubēscō|buī, &mdash;, ere|||to grow red, redden||||erubesco
eruca|ērūca|ae|f||a kind of cole-wort||||eruca
eructo|ē-rūctō|&mdash;, āre|||to belch forth, vomit, throw up||||eructo
erudio|ērudiō|īvī, ītus, īre|||to educate, instruct, teach, polish, keep me informed, To teach, communicate, instruct in||||erudio
erudite|(ērudītē)|||adv.|learnedly, with erudition||||erudite
eruditio|ērudītiō|ōnis|f||an instructing, instruction, Learning erudition||||eruditio
eruditulus|ērudītulus|||adj.|somewhat experienced||||eruditulus
eruditus|ērudītus|||adj.|instructed, educated, learned, accomplished, informed, skilled, experienced, fulness of Greek learning||||eruditus
erumpo|ē-rumpō|rūpī, ruptus, ere.|||N||||erumpo
eruo|ē-ruō|uī, utus, ere|||to cast forth, throw out, root up, dig out, take||||eruo
eruptio|ēruptiō|ōnis|f||a breaking out, bursting forth, a sally||||eruptio
eruptus|ēruptus||||P. of erumpo||||eruptus
erus|erus||m||the master of a house, head of a family, A master, lord, owner, proprietor, husband, the gods||||erus
erutus|ērutus||||P. of eruo||||erutus
ervum|ervum (her-)|ī|n||a pulse, bitter vetch||||ervum
erythinus|erythīnus|ī|m||a red sea-mullet||||erythinus
esca|ēsca|ae|f||a dish, food, victuals, viands, meat, bait, course||||esca
escaria|ēscāria|ōrum|n||dishes, plate||||escaria
escendo|ēscendō (exs-)|endī, ēnsus, ere|||to climb up, mount, ascend, to go up||||escendo
escensio|ēscēnsiō|ōnis|f||an ascension, mounting, climbing, going up, a landing, incursions||||escensio
escensus|(ēscēnsus, ūs)||m||a scaling, sing., by storm||||escensus
esculentus|ēsculentus|||adj.|fit for eating, good to eat, edible, n, food||||esculentus
escunt|escunt|old for erunt; see sum.|||||||escunt
esse|esse||||||||esse1
essedarius|essedārius|ī|m||a fighter in a war-chariot||||essedarius
essedum|essedum|ī|n||a two-wheeled war-chariot, car||||essedum
essem|essem|see sum.|||lly||||essem
esses|ēssēs, ēsset|see 1 edo.|||OOD||||esses
est|ēst, ēstur|see 1 edo. see sum.|||||||est2
esurio|ēsuriō|&mdash;, ītūrus, īre|||to desire to eat, suffer hunger, be hungry, hunger||||esurio
esuritio|ēsurītiō|ōnis|f||a hungering, hunger||||esuritio
et|et|||adv.|and||||et
etenim|et-enim||||for, for truly, and indeed, because, since||||etenim
etesiae|etēsiae|ārum|m||Etesian winds, trade-winds, N. W. winds which prevail in summer in the eastern parts of the Mediterranean Sea||||etesiae
ethologus|ēthologus|||adj.|imitating manners, mocking personal peculiarities||||ethologus
etiam|etiam|||adv.|T||||etiam
etiamdum|(etiamdum, etiamnum, etiamnunc, etiamsī, etiamtum)|see etiam IV.|||y, hunger||||etiamdum
etsi|et-sī||||though, although, albeit||||etsi
eu|eu||||bravo! well! well done!||||eu
euans|euāns|see euhans.|||t||||euans
eugae|eugae (euge)||||bravo! well done! good! hurrah!||||eugae
euhans|euhāns or euāns|antis|||P. (the cry of the Bacchantes), crying euhan!||||euhans
Euhias|Euhiās or Euiās|adis|f||a Bacchante||||Euhias
Euhius|Euhius or Euius||m||a surname of Bacchus||||Euhius
euhoe|euhoe or euoe||||the cry of revellers at the festivals of Bacchus||||euhoe
Eumenides|Eumenides|um|f||the Furies||||Eumenides
eunuchus|eunūchus|ī|m||a eunuch||||eunuchus
euoe|euoe|see euhoe.|||||||euoe
euripus|eurīpus (-os)|ī|m||a channel, strait, narrow sea||||euripus
eurous|eurōus|||adj.|eastern, orient||||eurous
eurus|eurus|ī|m||the southeast wind, The east wind||||eurus
evado|ē-vādō|sī|||to go out, come out, go forth||||evado
evagor|ē-vagor|ātus, ārī||dep.|to wander forth, march to and fro||||evagor
evalesco|ē-valēscō|luī, &mdash;, ere|||to grow strong||||evalesco
evalidus|ē-validus|||adj.|very strong, mighty||||evalidus
evanesco|ē-vānēscō|nuī, &mdash;, ere|||to vanish, pass away, die away, disappear||||evanesco
evanidus|ēvānidus|||adj.|vanishing, passing away||||evanidus
evasto|ē-vāstō|āvī, ātus, āre|||to lay utterly waste, devastate||||evasto
evectus|ēvēctus||||P. of eveho||||evectus
eveho|ē-vehō|vexī, vectus, ere|||to carry out, bring forth, convey out, lead forth||||eveho
evello|ē-vellō|vellī, volsus or vulsus, ere|||to tear out, pluck out, extract||||evello
evenio|ē-veniō|vēnī, ventus, īre|||to come out, come forth||||evenio
eventum|ēventum|ī|n||an occurrence, chance, event, That which befalls, experience, fortune, An issue, consequence, result, effect||||eventum
eventura|ēventūra|ōrum|n||that which will happen, my prayers shall be fulfilled||||eventura
eventus|ēventus|ūs|m||an occurrence, accident, event, fortune, fate, lot, The issue, consequence, result, end, A success, good-fortune||||eventus
everbero|ē-verberō|&mdash;, &mdash;, āre|||to strike violently, beat||||everbero
evergo|ē-vergō|&mdash;, &mdash;, ere|||to send out, cause to meander forth||||evergo
everriculum|ēverriculum|ī|n||a broom, sweep, dragnet||||everriculum
everro|ē-verrō|verrī, versus, ere|||to sweep out||||everro
eversio|ēversiō|ōnis|f||an overthrowing, subversion||||eversio
eversor|ēversor|ōris|m||a subverter, destroyer||||eversor
eversus|ēversus||||1. P. of everro||||eversus
everto|ē-vertō or ēvortō|tī, sus, ere|||to overturn, upturn, turn upside down||||everto
evestigatus|ē-vestīgātus||||P., traced out, discovered||||evestigatus
evictus|ēvīctus||||P. of evinco||||evictus
evidens|ē-vidēns|||adj.|looking out, obvious, apparent, manifest, plain, clear, evident||||evidens
evidenter|ēvidenter|||adv.|evidently, manifestly, obviously||||evidenter
evidentia|ēvidentia|ae|f||distinctness, vivid presentation||||evidentia
evigilo|ē-vigilō|āvī, ātus, āre|||to be wakeful, be vigilant||||evigilo
evilesco|ē-vīlēscō|luī, &mdash;, ere|||to become vile, grow worthless||||evilesco
evincio|ē-vinciō|nxī, nctus, īre|||to bind up, wind around||||evincio
evinco|ē-vincō|vīci, vīctus, ere|||to overcome, conquer, subdue, vanquish, overwhelm||||evinco
evinctus|ēvinctus||||P. of e-vincio||||evinctus
eviro|ē-virō|āvī, &mdash;, āre|||to emasculate||||eviro
eviscero|ē-vīscerō|&mdash;, ātus, āre|||to deprive of entrails, disembowel, eviscerate, mangle||||eviscero
evitabilis|ēvītābilis|e||adj.|avoidable||||evitabilis
evito|ēvītō|āvī, &mdash;, āre|||to deprive of life, kill||||evito2
evito|ē-vītō|āvī, ātus, āre|||ncio||||evito1
Evius|(ēvius)|see Euhius.|||i㇬⌉su耀||||Evius
evocator|ēvocātor|ōris|m||a summoner, recruiter, one who drums up||||evocator
evocatus|ēvocātus|||adj.|called out.&mdash; Plur. m, re&euml;nlisted veterans||||evocatus
evoco|ē-vocō|āvī, ātus, āre|||to call out, call forth, summon, evoke||||evoco
evolgo|ē-volgō (-vulgō)|āvī, ātus, āre|||to make commonly known, divulge||||evolgo
evolo|ē-volō|āvī, ātus, āre|||to fly out, fly away, fly up||||evolo
evolsio|ēvolsiō (ēvul-)|ōnis|f||a pulling out||||evolsio
evolsus|ēvolsus||||P. of evello||||evolsus
evolutio|ēvolūtiō|ōnis|f||an unrolling, reading||||evolutio
evolutus|ēvolūtus||||P. of evolvo||||evolutus
evolvo|ē-volvō|volvī, volūtus, ere|||to roll out, roll. forth, unroll, unfold||||evolvo
evomo|ē-vomō|uī, itus, ere|||to spew out, vomit forth||||evomo
evulgo|ē-vulgō|see evolgo.|||nce||||evulgo
evulsio|ēvulsiō, ēvulsus|see ēvol-.|||ANS||||evulsio
ex|ex or (only before consonants) ē||||out of, from within||||ex
exacerbo|ex-acerbō|āvī, ātus, āre|||to exasperate, irritate, provoke||||exacerbo
exactio|exāctiō|ōnis|f||a driving out, expelling, A driving, conduct, supervision, a collecting, exaction, A tax, tribute, impost, poll and hearth tax||||exactio
exactor|exāctor|ōris|m||a driver-out, expeller, a demander, exactor, an executioner, overseer, A collector of taxes, tax-gatherer||||exactor
exactus|exāctus|||adj.|precise, accurate, exact, n||||exactus
exacuo|ex-acuō|uī, ūtus, ere|||to sharpen, make pointed||||exacuo
exadversum|ex-adversum (-vorsum)|and|||sx||||exadversum
exadversus|ex-adversus (-vorsus)|||adv.|over against, opposite||||exadversus
exaedificatio|exaedificātiō|ōnis|f||a finishing, completing||||exaedificatio
exaedifico|ex-aedificō|āvī, ātus, āre|||to finish building, complete, erect, build, construct||||exaedifico
exaequatio|exaequātiō|ōnis|f||a likening, uniformity||||exaequatio
exaequo|ex-aequō|āvī, ātus, āre|||to make equal, place on a level, equal||||exaequo
exaeresimus|exaeresimus|||adj.|that may be taken out, to be omitted||||exaeresimus
exaestuo|ex-aestuō|āvī, ātus, āre|||to boil up, foam up, ferment||||exaestuo
exaggeratio|exaggerātiō|ōnis|f||elevation, exaltation||||exaggeratio
exaggero|ex-aggerō|āvī, ātus, āre|||to heap, pile, load, fill||||exaggero
exagitator|exagitātor|ōris|m||a severe critic, censurer||||exagitator
exagito|ex-agitō|āvī, ātus, āre|||to rouse, keep in motion, disquiet, harass, persecute, disturb, torment, vex||||exagito
exalbesco|ex-albēscō|buī, ere|||to turn pale||||exalbesco
exalo|exālō|see exhalo.|||||||exalo
examen|exāmen|inis|n||a multitude flying out, swarm, A multitude, crowd, shoal, swarm / the tongue of a balance, a weighing, consideration||||examen1
examino|exāminō|āvī, ātus, āre|||to weigh, to weigh, ponder, consider, examine, try, test||||examino
exanclo|exanclō||||to exhaust, suffer through, endure||||exanclo
exanguis|exanguis|see exsanguis.|||ION||||exanguis
exanimatio|exanimātiō|ōnis|f||faintness, terror||||exanimatio
exanimatus|exanimātus||||P. of exanimc||||exanimatus
exanimis|exanimis|e||adj.|lifeless, dead, breathless, terrified, dismayed, with suspense for the fate of||||exanimis
exanimo|exanimō|āvī, ātus, āre|||to put out of breath, tire fatigue, weaken, exhaust, To breathe forth, To deprive of life, kill, wear out, to deprive of self-possession, terrify, agitate, stun, wear out, dishearten, out of his wits||||exanimo
exanimus|exanimus|||adj.|lifeless, dead, corpses||||exanimus
exantlo|(exantlō)|see exanclo.|||pi얰⌋es耀(||||exantlo
exardesco|ex-ārdēscō|ārsī, ārsus, ere|||to blaze out, kindle, take fire||||exardesco
exaresco|ex-ārēscō|ruī, &mdash;, ere|||to dry up, become dry||||exaresco
exarmo|ex-armō|&mdash;, &mdash;, āre|||to disarm||||exarmo
exaro|ex-arō|āvī, ātus, āre|||to plough out, dig up, dig out||||exaro
exaspero|ex-asperō|āvī, ātus, āre|||to make rough, roughen||||exaspero
exauctoro|ex-auctōrō|āvī, ātus, āre|||to discharge from service, release from the military oath||||exauctoro
exaudio|ex-audiō|īvī, ītus, īre|||to hear clearly, distinguish, discern, hear||||exaudio
exaugeo|ex-augeō|&mdash;, &mdash;, ēre|||to increase greatly, confirm||||exaugeo
exauguratio|exaugurātiō|ōnis|f||a desecrating, profaning||||exauguratio
exauguro|ex-augurō|&mdash;, &mdash;, āre|||to desecrate, make profane||||exauguro
excaeco|ex-caecō|āvī, ātus, āre|||to blind, make blind||||excaeco
excandescentia|excandēscentia|ae|f||kindling wrath, an outbreak of anger||||excandescentia
excandesco|ex-candēscō|duī, &mdash;, ere|||to grow hot, kindle||||excandesco
excanto|ex-cantō|&mdash;, ātus, āre|||to charm forth, enchant||||excanto
excarnifico|ex-carnificō|&mdash;, ātus, āre|||to tear to pieces, butcher||||excarnifico
excavo|ex-cavō|&mdash;, ātus, āre|||to hollow out||||excavo
excedo|ex-cēdō|cessī|||to go out, go forth, depart, retire, withdraw||||excedo
excellens|excellēns|entis||adj.|towering, prominent, distinguished, superior, surpassing, excellent, of surpassing beauty||||excellens
excellenter|excellenter|||adv.|excellently, exceptionally well||||excellenter
excellentia|excellentia|ae|f||superiority, excellence||||excellentia
excello|excellō||||to be eminent, be superior, surpass, excel, your most conspicuous crimes||||excello
excelse|(excelsē)|||adv.|in an elevated tone, loftily||||excelse
excelsitas|excelsitās|ātis|f||loftiness, ascendency||||excelsitas
excelsus|excelsus|||adj.|elevated, lofty, high, n., a height, high, lofty, distinguished, excellent, noble, n., an elevated station||||excelsus
excensio|excēnsiō|see escensio.|||mc||||excensio
exceptio|exceptiō|ōnis|f||an exception, restriction, limitation, with absolute power, a limitation, A protest, objection||||exceptio
excepto|exceptō|āvī, ātus, āre|||to take out, take up, catch, to snuff up||||excepto
exceptus|exceptus||||P. of excipio||||exceptus
excerno|ex-cernō|&mdash;, crētus, ere|||to sift out, separate, part||||excerno
excerpo|excerpō|psī, ptus, ere|||to pick out, extract, to pick out, choose, select, gather, To take out, leave out, except, omit||||excerpo
excessus|excessus|ūs|m||a departure, demise, A digression||||excessus
excetra|excetra|ae|f||a snake, serpent, dragon||||excetra
excidium|excidium (exsci-)|ī|n||overthrow, demolition, subversion, ruin, destruction||||excidium
excido|excidō|cidī, &mdash;, ere|||to fall out, drop down, fall away, from my hand, to slip out, fell out, to fall out, fall away, slip out, escape, sinks, To pass away, be lost, perish, disappear, be forgotten, I had forgotten, I forgot, to be deprived of, lose, miss, forfeit, fail to obtain||||excido1
excido|excīdō|īdī, īsus, ere|||to cut out, cut off, hew out, cut down, To raze, demolish, lay waste, destroy, to drive out, extirpate, banish||||excido2
excieo|ex-cieō and ex-ciō|īvī, ītus and itus, īre, rarely ēre|||to call out, summon forth, rouse||||excieo
excindo|excindō|see exscindo.|||||||excindo
excipio|excipiō|cēpī, ceptus, ere|||CTION||||excipio
excisio|excīsiō|ōnis|f||a destroying||||excisio
excisus|excīsus||||P. of 2 excīdō||||excisus
excitatus|excitātus|||adj.|lively, vehement, excited, rising||||excitatus
excito|excitō|āvī, ātus, āre|||to call out, summon forth, bring out, wake, rouse, summon, To raise, stir up, To raise, erect, build, construct, produce, kindle, are produced, to raise up, comfort, arouse, awaken, excite, incite, stimulate, enliven, inspire, startles, the strongest incentive to virtue, To appeal to, call upon, cite, To found, cause, occasion, excite, kindle||||excito
excitus|excitus and excītus||||P. of excieo and excio||||excitus
exclamatio|exclāmātiō|ōnis|f||an exclamation||||exclamatio
exclamo|ex-clāmō|āvī, ātus, āre|||to call out, cry aloud, exclaim||||exclamo
excludo|exclūdō|sī|||to shut out, exclude, cut off, remove, separate, To hatch, to exclude, except, remove, hinder, prevent, to render impossible||||excludo
exclusio|exclūsiō|ōnis|f||a shutting out, exclusion||||exclusio
exclusus|exclūsus||||P. of excludo||||exclusus
excoctus|excoctus||||P. of excoquo||||excoctus
excogitatio|excōgitātiō|ōnis|f||a thinking out, contriving, inventing, may be thought out without difficulty||||excogitatio
excogitatus|excōgitātus||||P. of excogito||||excogitatus
excogito|ex-cōgitō|āvī, ātus, āre|||to think out, contrive, devise, invent||||excogito
excolo|ex-colō|coluī, cultus, ere|||to cultivate, improve, ennoble, refine, perfect||||excolo
excoquo|ex-coquō|coxī, coctus, ere|||to boil out, melt out, dry up||||excoquo
excors|excors|cordis||adj.|without intelligence, without understanding, senseless, silly, stupid||||excors
excrementum|excrēmentum|ī|n||an excretion||||excrementum
excresco|ex-crēscō|&mdash;, &mdash;, ere|||to grow up||||excresco
excretus|excrētus||||P. of excerno||||excretus
excrucio|ex-cruciō|āvī, ātus, āre|||to torment, torture, rack, plague||||excrucio
excubiae|excubiae|ārum|f||a lying out on guard, watching, keeping watch, A watch, watchmen||||excubiae
excubitor|excubitor|ōris|m||a watchman, guard, sentinel||||excubitor
excubo|ex-cubō|buī, bitum, āre|||to lie out of doors, camp out||||excubo
excudo|ex-cūdō|dī, sus, ere|||to strike out, hammer out||||excudo
exculco|exculcō|&mdash;, &mdash;, āre|||to tread down, stamp firm||||exculco
excultus|excultus||||P. of excolo||||excultus
excurro|ex-currō|cucurrī or currī, cursus, ere|||o run out, run forth, hasten forwards||||excurro
excursio|excursiō|ōnis|f||a running out, running forth, a stepping forwards. &mdash; A sally, excursion, inroad, invasion, expedition, an outset, opening||||excursio
excursor|excursor|ōris|m||a skirmisher, scout, spy||||excursor
excursus|excursus|ūs|m||a running out, running forth, excursion, A sally, charge, inroad, invasion||||excursus2
excursus|excursus||||RDS||||excursus1
excusabilis|excūsābilis|e||adj.|that may be excused, excusable||||excusabilis
excusate|(excūsātē)|||adv.|without blame||||excusate
excusatio|excūsātiō|ōnis|f||an excusing, excuse, a declining||||excusatio
excuso|excūsō|āvī, ātus, āre|||to excuse, make an excuse for, pleads as his excuse, apologies, To excuse, apologize for, To allege in excuse, plead, excuse oneself with, To decline, refuse, excuse the refusal of, to be relieved of||||excuso
excussus|excussus|||adj.|stretched out, stiff||||excussus
excutio|excutiō|cussī, cussus, ere|||to shake out, shake off, cast out, drive out, send forth, shaken out, threw off, parry, uncoil and let out, shake off, be cast off, take myself off, shake, tossed, am roused, To project, throw, the poisoned cup, To shake out, search, to shake out, shake off, force away, discard, remove, wrest, extort, excite, reject, To search, examine, investigate, scrutinize||||excutio
exec|exec-|see exsec-.|||||||exec-
exedo|ex-edō|ēdī, ēsus, ere|||to eat up, consume, devour||||exedo
exedra|exedra|ae|f||a hall furnished with seats, parlor||||exedra
exedrium|exedrium (exhe-)|ī|n||a sittingroom, parlor||||exedrium
exemplar|exemplar|āris|n||a transcript, copy, An image, likeness, A pattern, model, exemplar, original, example||||exemplar
