Dirino|Dirino|Dirino|ōnis|m.|subst.|fleuve de Dalmatie
Dirino|Dirinum|Dirinum|i|n.|subst.|fleuve de Dalmatie
dirumpo|dīrumpo|dīrumpo|rūpi, ruptum, ĕre||tr. |briser en morceaux, faire éclater / [fig.] rompre, détruire / [au passif] crever [de jalousie, de rire, etc.] / j'étouffe de dépit
dirumpo|disrumpo|disrumpo|rūpi, ruptum, ĕre||tr. |briser en morceaux, faire éclater / [fig.] rompre, détruire / [au passif] crever [de jalousie, de rire, etc.] / j'étouffe de dépit
dirus|dīrus|dīrus|a, um||adj.|sinistre, de mauvais augure, effrayant, terrible, funeste
dirus|dīra|dīra|ōrum|||présages funestes
dirus|Dirae|Dirae|ārum|||cruel, barbare, redoutable / en grec] qui a la force de
1 dis|dĭs|dĭs|||part. |devant cert. consonnes), part. marquant le plus souvent division (diduco, distraho)
1 dis|dī|dī|||part. |devant cert. consonnes), part. marquant le plus souvent division (diduco, distraho)
3 Dis|Dīs|Dīs|Dītis|m.|subst.|Pluton [dieu des enfers]
3 Dis|Dītis|Dītis|Dītis|m.|subst.|Pluton [dieu des enfers]
discalceatus|discalcĕātus|discalcĕātus|a, um||adj.|déchaussé
discalceatus|discalcĭātus|-cĭātus|a, um||adj.|déchaussé
discrete|discrētē|discrētē|||part. |séparément, à part
discrete|discrētim|discrētim|||part. |séparément, à part
disgregus|disgrĕgus|disgrĕgus|a, um||adj.|disgrego),
disgregus|disgrex|disgrex|ĕgis|||différent, dissemblable
disjicio|disjĭcĭo|disjĭcĭo|jēci, jectum, ĕre||tr. |jeter çà et là, disperser, séparer / [fig.] / renverser, détruire / [fig.] rompre, rendre inutile
disjicio|dīsĭcĭo|dīsĭcĭo|jēci, jectum, ĕre||tr. |jeter çà et là, disperser, séparer / [fig.] / renverser, détruire / [fig.] rompre, rendre inutile
disjuncte|disjunctē|disjunctē||||en séparant, séparément / à la façon d'une alternative
disjuncte|disjunctim|disjunctim||||en séparant, séparément / à la façon d'une alternative
disjunctio|disjunctĭo|disjunctĭo|ōnis|f.|subst.|séparation / [log.] disjonction, proposition disjonctive / [rhét.] disjonction
disjunctio|dījunctĭo|dīj-|ōnis|f.|subst.|séparation / [log.] disjonction, proposition disjonctive / [rhét.] disjonction
disjunctus|disjunctus|disjunctus|a, um||part. |éloigné / séparé, distinct / [log.] mis en alternative, qui a la forme d'une alternative / [rhét.] qui n'est pas lié, qui forme des hiatus [en parl. du style] / sans cohésion [en parl. de l'orateur]
disjunctus|dījunctus|dīj-|a, um||part. |éloigné / séparé, distinct / [log.] mis en alternative, qui a la forme d'une alternative / [rhét.] qui n'est pas lié, qui forme des hiatus [en parl. du style] / sans cohésion [en parl. de l'orateur]
disjungo|disjungo|disjungo|junxī, junctum, ĕre||tr. |séparer, disjoindre / séparer, distinguer, mettre à part
disjungo|dījungo|dīj-|junxī, junctum, ĕre||tr. |séparer, disjoindre / séparer, distinguer, mettre à part
dispartio|dispartĭo|dispartĭo||||v. dispert-.
dispartio|dispartĭor|dispartĭor||||v. dispert-.
disperse|dispersē|dispersē||||çà et là, en plusieurs endroits
disperse|dispersim|dispersim||||çà et là, en plusieurs endroits
dispertio|dispertĭo|dispertĭo|īvi et ĭi, ītum, īre||tr. |qqf
dispertio|dispartĭo|dispartĭo|īvi et ĭi, ītum, īre||tr. |tr., distribuer, partager, répartir / [fig.] / former en partageant / [au pass.] se séparer
dispondeus|dispondēus|dispondēus|i|m.|subst.|dispondée, pied de deux spondées
dispondeus|dispondīus|dispondīus|i|m.|subst.|dispondée, pied de deux spondées
disraratus|disrārātus|disrārātus|a, um||part. |part. de disraro, qui a transpiré [littt, rendu poreux de toutes parts]
disraratus|dīrārātus|dīr-|a, um||part. |part. de disraro, qui a transpiré [littt, rendu poreux de toutes parts]
disraro|disrāro|disrāro|āre||tr. |éclaircir [un arbre] / délayer [la nourriture] / faire transpirer
disraro|dirāro|dir-|āre||tr. |éclaircir [un arbre] / délayer [la nourriture] / faire transpirer
dissepimentum|dissēpīmentum|dissēpīmentum|i|n.|subst.|séparation [entre deux choses]
dissepimentum|dissaepīmentum|dissaep-|i|n.|subst.|séparation [entre deux choses]
dissepio|dissēpĭo|dissēpĭo|psi, ptum, īre||tr. |tr., séparer [c. par une clôture] / renverser, détruire
dissepio|dissaepĭo|dissaepĭo|psi, ptum, īre||tr. |tr., séparer [c. par une clôture] / renverser, détruire
disseptio|disseptĭo|disseptĭo|ōnis|f.|subst.|c. disseptum
disseptio|dissaeptĭo|dissaep-|ōnis|f.|subst.|c. disseptum
disseptum|disseptum|disseptum|i|n.|subst.|séparation, clôture, ce qui enclôt / le diaphragme
disseptum|dissaeptum|dissaep-|i|n.|subst.|séparation, clôture, ce qui enclôt / le diaphragme
disseptus|disseptus|disseptus|a, um||part. |part. de dissepio.
disseptus|dissaeptus|dissaep-|a, um||part. |part. de dissepio.
disserenat|dissĕrēnat|dissĕrēnat|āre|||imp., le temps est clair
disserenat|dissĕrēno|dissĕrēno|āre|||tr., éclaircir, rendre serein
dissipo|dissĭpo|dissĭpo|āvi, ātum, āre||tr. |arch
dissipo|dissŭpo|dissŭpo|āvi, ātum, āre||tr. |répandre çà et là, disperser / mettre en déroute [pr. et fig.] / [médec.] résoudre / mettre en pièces, détruire, anéantir / répandre [fig.]
dissoluendus|dissŏlŭendus|dissŏlŭendus||||diérèse poét., pour dissolvendus, dissolvi, dissolvo.
dissoluendus|dissŏlŭi|dissŏlŭi||||diérèse poét., pour dissolvendus, dissolvi, dissolvo.
dissoluendus|dissŏlŭo|dissŏlŭo||||diérèse poét., pour dissolvendus, dissolvi, dissolvo.
dissulcus|dissulcus|dissulcus|i|m.|subst.|[porc] dont les soies sont partagées sur la tête
dissulcus|dīsulcus|dīsulcus|i|m.|subst.|[porc] dont les soies sont partagées sur la tête
distemperantia|dīstempĕrantĭa|dīstempĕrantĭa|ae|f.|subst.|mauvaise répartition
distemperantia|distempĕrātĭo|distempĕrātĭo|ōnis|f.|subst.|
disyllabus|dĭsyllabus|dĭsyllabus|a, um|pl. n.|adj.|dissyllabique, de deux syllabes
disyllabus|disyllaba|disyllaba||f.|subst.|dissyllabes
disyllabus|disyllabae|disyllabae||||dissyllabes
ditior|dītĭor|dītĭor||||compar. et superl. de dis,
ditior|dītissĭmus|dītissĭmus||||compar. et superl. de dis,
diutius|dĭūtĭus|dĭūtĭus||||v. diu.
diutius|dĭūtissĭmē|dĭūtissĭmē||||v. diu.
diverse|diversē|diversē||||en sens opposés / en s'écartant
diverse|divorsē|-vorsē||||en sens opposés / en s'écartant
diversicolor|dīversĭcŏlŏr|dīversĭcŏlŏr|ōris||adj.|de diverses couleurs
diversicolor|dīversĭcŏlōrus|dīversĭcŏlōrus|a, um||adj.|de diverses couleurs
diversor|dīversor|dīversor||||v. dev-.
diversor|dīversōrium|dīversōrium||||v. dev-.
diversus|dīversus|dīversus|a, um||part. adj. |tourné un dans un sens, un dans un autre, allant dans des directions opposées ou diverses / éloigné, distant, opposé / [moralement] sollicité en sens divers, hésitant / à l'opposé d'un point, opposé / n. pris subt / [fig.]
diversus|dīvorsus|dīvorsus|a, um||part. adj. |tourné un dans un sens, un dans un autre, allant dans des directions opposées ou diverses / éloigné, distant, opposé / [moralement] sollicité en sens divers, hésitant / à l'opposé d'un point, opposé / n. pris subt / [fig.]
diverto|dīverto|dīverto|ti, sum, ĕre||tr. intr. |se détourner de, se séparer de, s'en aller / [en part.] divorcer / être différent / tr., emporter
diverto|dīvorto|dīvorto|ti, sum, ĕre||tr. intr. |se détourner de, se séparer de, s'en aller / [en part.] divorcer / être différent / tr., emporter
Divio|Dīvĭo|Dīvĭo|ōnis|m.|subst.|Divion [ville de la Lyonnaise, auj. Dijon]
Divio|Dīvĭōnensis|-ōnensis|e||adj.|de Divion
divorsus|dīvorsus|dīvorsus||||v. diver-.
divorsus|dīvorto|dīvorto||||v. diver-.
dixis|dixis|dixis||||v. dico
dixis|dixti|dixti||||v. dico
Docimaeum|Dŏcĭmaeum|Dŏcĭmaeum|i|n.|subst.|ville de la grande Phrygie
Docimaeum|Dŏcĭmēum|-mēum|i|n.|subst.|ville de la grande Phrygie
docimen|dŏcĭmĕn|dŏcĭmĕn|ĭnis|n.|subst.|c. documentum
docimen|dŏcĭmentum|dŏcĭmentum|i|n.|subst.|c. documentum
Docleas|Dŏclĕās|Dŏclĕās|ātis|m. f. n.|subst.|de Doclée [ville de Dalmatie]
Docleas|Dŏclĕātes|-ātes|ĭum|m.|subst.|habitants de Doclée
dodecachronos|dōdĕcăchrŏnŏs|dōdĕcăchrŏnŏs||||v. duodecachronos, etc.
dodecachronos|dōdĕcăsyllăbŏs|dōdĕcăsyllăbŏs||||v. duodecachronos, etc.
Dodona|Dōdōna|Dōdōna|ae|f.|subst.|Dodone [ville de Chaonie]
Dodona|Dōdōnē|Dōdōnē|ēs|f.|subst.|Dodone [ville de Chaonie]
Dodona|Dōdōnaeus|-aeus|a, um||adj.|de Dodone
Dodona|Dōdōnĭus|-ĭus|a, um||adj.|de Dodone
dogma|dogma|dogma|ătis|n.|subst.|[phil.] théorie, opinion, croyance / décret
dogma|dogma|dogma|ae|f.|subst.|
2 Dolabella|Dŏlābella|Dŏlābella|ae|m.|subst.|Cornélius Dolabella [gendre de Cicéron]
2 Dolabella|Dŏlābellĭānus|-ĭānus|a, um||adj.|sorte de poires [ainsi appelées d'un Dolabella]
dolendus|dŏlendus|dŏlendus|a, um|pl. n.|adj. |adj. verb. de doleo
dolendus|dolenda|dolenda||||événements douloureux
doleum|dōlĕum|dōlĕum||||v. dolium.
doleum|dōlĕus|dōlĕus||||v. dolium.
doliarius|dōlĭārĭus|dōlĭārĭus|a, um||adj.|de dolium
doliarius|dōlĕārĭus|dōlĕārĭus|a, um||adj.|de dolium
doliarius|dōlĭārĭum|dōlĭārĭum||n.|subst.|cellier à mettre le vin
2 Dolichos|Dŏlĭchŏs|Dŏlĭchŏs|i|m.|subst.|nom d'homme, nom de femme
2 Dolichos|Dŏlĭchus|-us|i|m.|subst.|nom d'homme, nom de femme
2 Dolichos|Dŏlĭchē|Dŏlĭchē|ēs|f.|subst.|nom d'homme, nom de femme
doliolum|dōlĭŏlum|dōlĭŏlum|i|n.|subst.|petit dolium, baril, tonnelet / calice des fleurs
doliolum|Dōlĭŏla|Dōlĭŏla|ōrum|n.|subst.|quartier de Rome
Dolionis|Dŏlīŏnis|Dŏlīŏnis|ĭdis|f.|subst.|ancien nom de Cyzique
Dolionis|Dŏlīŏnĭus|-nĭus|a, um||adj.|de Dolionis
2 dolo|dŏlo|dŏlo|ōnis|m.|subst.|dolon [bâton armé d'un fer très court] / poignard / aiguillon de la mouche / la plus petite voile, voile de proue
2 dolo|dŏlōn|dŏlōn|ōnis|m.|subst.|dolon [bâton armé d'un fer très court] / poignard / aiguillon de la mouche / la plus petite voile, voile de proue
Doloncae|Doloncae|Doloncae|ārum|m.|subst.|peuple de Thrace
Doloncae|Dolongae|-gae|ārum|m.|subst.|peuple de Thrace
Doloncae|Dolonci|Dolonci|ōrum|m.|subst.|peuple de Thrace
Dolopeis|Dŏlŏpēis|Dŏlŏpēis|ĭdis|f.|subst.|des Dolopes
Dolopeis|Dŏlŏpēĭus|-pēĭus|a, um||adj.|
dominella|dŏmĭnella|dŏmĭnella||||c. domicell-
dominella|dŏmĭnellus|dŏmĭnellus||||c. domicell-
Domitia via|Dŏmĭtĭa via|Dŏmĭtĭa via||f.|subst.|voie Domitia [en Gaule]
Domitia via|Dŏmĭtĭa lex|Dŏmĭtĭa lex||||loi Domitia
domnifunda|domnĭfunda|domnĭfunda|ae|f.|subst.|maîtresse d'un fonds de terre, d'une ferme
domnifunda|domnĭpraedĭa|domnĭpraedĭa|ae|f.|subst.|maîtresse d'un fonds de terre, d'une ferme
Dores|Dōres|Dōres|um|m.|subst.|Doriens [hab. de la Doride]
Dores|Dōrĭenses|Dōrĭenses|ium|m.|subst.|les Doriens
2 Doriscos|Dŏriscŏs|Dŏriscŏs|i|f.|subst.|place forte de la Thrace
2 Doriscos|Dŏriscŏn|Dŏriscŏn|i|n.|subst.|place forte de la Thrace
2 Doriscos|Dŏriscum|-cum|i|n.|subst.|place forte de la Thrace
2 Doron|Dōrŏn|Dōrŏn|i|n.|subst.|Doron [ville de Phénicie]
2 Doron|Dōrum|-um|i|n.|subst.|Doron [ville de Phénicie]
Dortigon|Dortĭgŏn|Dortĭgŏn|i|n.|subst.|ville de Mésie supérieure
Dortigon|Dortĭgum|-um|i|n.|subst.|ville de Mésie supérieure
Dorylaeum|Dŏrўlaeum|Dŏrўlaeum|i|n.|subst.|Dorylée [ville de la Phrygie]
Dorylaeum|Dŏrўlaei|-laei|ium|m.|subst.|habitants de Dorylée
Dorylaeum|Dŏrўlenses|-lenses|ium|m.|subst.|habitants de Dorylée
doryphorus|dŏrўphŏrus|dŏrўphŏrus|i|m.|subst.|doryphore [soldat armé d'une lance]
doryphorus|dŏrўphŏrŏs|-ŏs|i|m.|subst.|doryphore [soldat armé d'une lance]
Dossennus|Dossennus|Dossennus|i|m.|subst.|personnage traditionnel de l'atellane, bossu, glouton, filou
Dossennus|Dossēnus|Dossēnus|i|m.|subst.|personnage traditionnel de l'atellane, bossu, glouton, filou
3 Draco|Drăco|Drăco|ōntis|m.|subst.|nom d'un grammairien grec
3 Draco|Drăcōn|Drăcōn|ōntis|m.|subst.|nom d'un grammairien grec
dracontium|drăcontĭum|drăcontĭum|īi|n.|subst.|serpentaire [plante]
dracontium|drăcontĭŏn|-ŏn|īi|n.|subst.|serpentaire [plante]
dramaticus|drāmătĭcus|drāmătĭcus|a, um||adj.|dramatique, qui concerne le drame
dramaticus|drāmătĭcŏs|drāmătĭcŏs|ŏn|||dramatique, qui concerne le drame
Drangae|Drangae|Drangae|ārum|m.|subst.|peuple de Perse
Drangae|Drancae|-cae|ārum||adj.|des Dranges
Drangae|Drancaeus|-caeus|a, um||adj.|des Dranges
Drepanum|Drĕpănum|Drĕpănum|i|n.|subst.|promontoire dans l'Inde
Drepanum|Drĕpăna|Drĕpăna|ōrum|n.|subst.|promontoire dans l'Inde
drindio|drindĭo|drindĭo|īre||intr. |int., belotter [en parl. du cri de la belette]
drindio|drindro|drindro|āre||intr. |int., belotter [en parl. du cri de la belette]
Dripsinum|Dripsinum|Dripsinum|i|n.|subst.|ville de la Vénétie
Dripsinum|Dripsinātes|-nātes|um ou ium|m.|subst.|habitants de Dripsinum
dromeda|drŏmĕda|drŏmĕda|ae|f.|subst.|c. dromas
dromeda|drŏmĕdārius|drŏmĕdārius|ĭi|m.|subst.|c. dromas
Druentia|Drŭentĭa|Drŭentĭa|ae|m.|subst.|rivière de la Narbonnaise [auj. la Durance]
Druentia|Drŭentĭcus|-ĭcus|a, um||adj.|de la Durance
druias|drŭĭas|drŭĭas|ădis|f.|subst.|druidesse
druias|drŭĭs|drŭĭs|ĭdis|f.|subst.|druidesse
druidae|drŭĭdae|drŭĭdae|ārum|m.|subst.|druides [prêtres des anciens Gaulois]
druidae|drŭĭdes|drŭĭdes|um|m.|subst.|druides [prêtres des anciens Gaulois]
drupa oliva|drūpa oliva|drūpa oliva|ae|f.|subst.|et absolt
drupa oliva|drūpa|drūpa|ae|f.|subst.|olive mûre
drupa oliva|druppa|druppa|ae|f.|subst.|olive mûre
Drusianus|Drūsĭānus|Drūsĭānus|a, um||adj.|de Drusus
Drusianus|Drūsīnus|Drūsīnus|a, um||adj.|de Drusus
Drusillanus|Drūsillānus|Drūsillānus|i|m.|subst.|nom d'hommes
Drusillanus|Drūsillĭānus|Drūsillĭānus|i|m.|subst.|nom d'hommes
Dryades|Drўădes|Drўădes|um|f.|subst.|les Dryades [nymphes des forêts]
Dryades|Dryas|Dryas||||Dryade / druidesse / Dryasin [dat. pl. grec]
Drymae|Drymae|Drymae|ārum|f.|subst.|ville de Doride
Drymae|Drymaeus|-aeus|a, um||adj.|de Drymes
Dryopeius|Drўŏpēĭus|Drўŏpēĭus||||v. Triopeius, Triopeis.
Dryopeius|Drўŏpēis|Drўŏpēis||||v. Triopeius, Triopeis.
duas|duas|duas||||v. do
duas|duat|duat||||v. do
dubitanter|dŭbĭtantĕr|dŭbĭtantĕr||||avec doute, en hésitant
dubitanter|dŭbĭtātim|dŭbĭtātim||||avec doute, en hésitant
ducenarius|dŭcēnārīus|dŭcēnārīus|a, um||adj.|qui renferme deux cents ; qui concerne deux cents / poids de deux cents livres
ducenarius|dŭcēnārĭus|dŭcēnārĭus|ĭi|||v. ducena
ducenties|dŭcentĭēs|dŭcentĭēs||||deux cents fois / mille fois [fig.]
ducenties|dŭcentiens|-iens||||deux cents fois / mille fois [fig.]
Duelius|Dŭēlĭus|Dŭēlĭus||||arch. pour Duilius, Duillius.
Duelius|Dŭellĭus|Dŭellĭus||||arch. pour Duilius, Duillius.
Duellona|Duellōna|Duellōna|ae|f.|subst.|c. Bellona
Duellona|Duēlōna|Duēlōna|ae|f.|subst.|c. Bellona
Duilius|Dŭīlĭus|Dŭīlĭus|ĭi|m.|subst.|Duilius [consul romain, qui le premier vainquit les Carthaginois sur mer] / autre du même nom
Duilius|Dŭillĭus|Dŭillĭus|ĭi|m.|subst.|Duilius [consul romain, qui le premier vainquit les Carthaginois sur mer] / autre du même nom
dulcioreloquus|dulcĭōrĕlŏquus|dulcĭōrĕlŏquus|a, um||adj.|à la parole douce
dulcioreloquus|dulcĭōrĕlŏcus|-lŏcus|a, um||adj.|à la parole douce
Dulichium|Dūlĭchĭum|Dūlĭchĭum|ĭi|n.|subst.|île de la mer Ionienne, qui faisait partie des États d'Ulysse
Dulichium|Dūlĭchĭus|-ĭus|a, um||adj.|de Dulichium, d'Ulysse
dummodo|dummŏdŏ|dummŏdŏ|||conj. |conj. avec subj., pourvu que
dummodo|dum mŏdŏ|dum mŏdŏ|||conj. |conj. avec subj., pourvu que
dumtaxat|dumtāxăt|dumtāxăt|||adv. |juste en se bornant à, pas au-delà, seulement
dumtaxat|duntāxăt|dunt-|||adv. |juste en se bornant à, pas au-delà, seulement
dumus|dūmus|dūmus|i|m.|subst.|arch
dumus|dusmus|dusmus|i|m.|subst.|buisson, hallier
duodeciens|dŭŏdĕcĭens|dŭŏdĕcĭens||||douze fois
duodeciens|dŭŏdĕcĭēs|-cĭēs||||douze fois
duodetriciens|dŭŏdētrīcĭens|dŭŏdētrīcĭens||||vingt-huit fois
duodetriciens|dŭŏdētrīcĭēs|-cĭēs||||vingt-huit fois
duodevicesimus|dŭŏdēvīcēsĭmus|dŭŏdēvīcēsĭmus|a, um||adj.|dix-huitième / avec tmèse
duodevicesimus|dŭŏdēvīgēsĭmus|-vīgēsĭmus|a, um||adj.|dix-huitième / avec tmèse
duovir|dŭŏvir|dŭŏvir||||c. duumvir, duumviralis
duovir|dŭŏvĭrālis|dŭŏvĭrālis||||c. duumvir, duumviralis
dupondius|dŭpondĭus|dŭpondĭus|ĭi|m.|subst.|d'après
dupondius|dŭpondĭum|dŭpondĭum|ĭi|n.|subst.|d'après
dupondius|dĭpondĭum|dĭpondĭum|ĭi|n.|subst.|[fig.] peu de, valeur / mesure de deux pieds
dureus|dūrēus|dūrēus|a, um||adj.|c. durateus
dureus|dūrĭus|dūrĭus|a, um||adj.|c. durateus
Durnomagus|Durnŏmăgus|Durnŏmăgus|i|f.|subst.|ville de la Belgique
Durnomagus|Durnŏmăgum|-gum|i|n.|subst.|ville de la Belgique
Durocasses|Durocasses|Durocasses|ium|f.|subst.|Durocasses, [ville de la Gaule Celtique, auj. Dreux]
Durocasses|Durocassĭum|Durocassĭum|ĭi|n.|subst.|Durocasses, [ville de la Gaule Celtique, auj. Dreux]
Durovernum|Durovernum|Durovernum|i|n.|subst.|ville de Bretagne [probablt Canterbury]
Durovernum|Duroavernum|Duroavernum|i|n.|subst.|ville de Bretagne [probablt Canterbury]
durus|durus|durus|a, um|n.|adj.|dur [au toucher], ferme, rude, âpre
durus|durum|durum|i|pl. n.|subst.|le bois dur de la vigne / âpre [au goût, à l'oreille] / grossier, sans art / dur à la fatigue, à la peine, etc. / dur, sévère, cruel, endurci, insensible / impudent / dur, difficile, pénible, rigoureux [en parl. des choses]
durus|dura|dura||||choses difficiles, peines, fatigues, etc.
duumvir|dŭumvĭr|dŭumvĭr|ĭri|m.|subst.|duo, vir),
duumvir|dŭŏvĭr|dŭŏvĭr||||duumvir, membre d'une commission de deux personnes [ordint employé au pluriel, duoviri
duumviralitas|dŭumvĭrālĭtās|dŭumvĭrālĭtās|ātis|f.|subst.|duumvirat, charge de duumvir
duumviralitas|dŭumvĭrātŭs|dŭumvĭrātŭs|us|m.|subst.|duumvirat, charge de duumvir
Dyme|Dȳmē|Dȳmē|ēs|f.|subst.|Dymes [ville d'Achaïe]
Dyme|Dymae|Dymae|ārum|f.|subst.|Dymes [ville d'Achaïe]
Dyme|Dȳmaeus|-aeus|a, um|m.|adj.|de Dymes / pl., Dyméens
Dyrrachium|Dyrrăchĭum|Dyrrăchĭum|ĭi|n.|subst.|v. maritime d'Épire [auj. Durazzo]
Dyrrachium|Dyrrăchīnus|-īnus|a, um||adj.|de Dyrrachium
Dyrrachium|Dyrrăchīni|-īni|ōrum|m.|subst.|habitants de Dyrrachium
Dyrrachium|Dyrrăchēni|-ēni||||
dysenteriacus|dўsentĕrĭăcus|dўsentĕrĭăcus|a, um||adj.|qui a la dysenterie
dysenteriacus|dўsentĕrĭcus|dўsentĕrĭcus|a, um||adj.|qui a la dysenterie
eapropter|ĕāproptĕr|ĕāproptĕr|||adv. |adv., c. propterea
eapropter|ĕā proptĕr|ĕā proptĕr|||adv. |adv., c. propterea
eapse|ĕāpsĕ|ĕāpsĕ||||anciens abl. et acc. f. de ipse
eapse|ĕampsĕ|ĕampsĕ||||anciens abl. et acc. f. de ipse
eborarius|ĕbŏrārĭus|ĕbŏrārĭus|ĭi|m.|subst.|ouvrier en ivoire, tourneur
eborarius|ĕbŭrārĭus|ĕbŭ-|ĭi|m.|subst.|ouvrier en ivoire, tourneur
ebriolatus|ēbrĭŏlātus|ēbrĭŏlātus|a, um||adj.|c. ebriolus :
ebriolatus|ēbrĭŭlātus|ēbrĭŭ-|a, um||adj.|c. ebriolus :
ebulum|ĕbŭlum|ĕbŭlum|i|n.|subst.|hièble [plante]
ebulum|ĕbŭlus|ĕbŭlus||f.|subst.|
eburneus|ĕburnĕus|ĕburnĕus|a, um||adj.|d'ivoire / [poét.] blanc comme l'ivoire
eburneus|ĕburnus|ĕburnus|a, um||adj.|épée à garde d'ivoire
Eburodunum|Eburodūnum|Eburodūnum|i|n.|subst.|ville de la Viennaise [auj. Embrun] / ville d'Helvétie [auj. Yverdun ou Yverdon]
Eburodunum|Eburodūnenses|-nenses||m.|subst.|habitants d'Éburodunum
Ebusia|Ebŭsĭa|Ebŭsĭa|ae|f.|subst.|[île]
Ebusia|Ebŏsĭa|-bŏ-|ae|f.|subst.|[île]
1 Ebusus|Ebŭsus|Ebŭsus|i|f.|subst.|Ébuse [île près de la Tarraconnaise, auj. Eivissa (catalan) ou Ibiza (cast.)]
1 Ebusus|Ebŭsos|-sos|i|f.|subst.|Ébuse [île près de la Tarraconnaise, auj. Eivissa (catalan) ou Ibiza (cast.)]
1 Ebusus|Ebŭsītānus|-ītānus|a, um||adj.|d'Ébuse
Ecbatana|Ecbătăna|Ecbătăna|ōrum|n.|subst.|
Ecbatana|Ecbătăna|Ecbătăna|ae|f.|subst.|
Ecbatana|Ecbătănae|Ecbătănae|ārum|f.|subst.|
eccilla|eccilla|eccilla||||arch. pour ecce illa, ecce illum, ecce istam)
eccilla|eccillum|eccillum||||arch. pour ecce illa, ecce illum, ecce istam)
eccilla|eccistam|eccistam||||arch. pour ecce illa, ecce illum, ecce istam)
Ecclesiastes|Ecclēsĭastēs|Ecclēsĭastēs|ae|m.|subst.|l'Ecclésiaste [livre de Salomon]
Ecclesiastes|Ecclēsĭastĭcus|-tĭcus|i|m.|subst.|l'Ecclésiastique [un des livres de la Bible]
eccum|eccum|eccum||||eccum, simplement pour ecce
eccum|eccos|eccos||||eccum, simplement pour ecce
Ecetra|Ecĕtra|Ecĕtra|ae|f.|subst.|ville des Volsques
Ecetra|Ecĕtrāni|-āni|ōrum|m.|subst.|habitants d'Écètre
ecfari|ecfāri|ecfāri||||v. eff-.
ecfari|ecfĕro|ecfĕro||||v. eff-.
2 Echidna|Echidna|Echidna|ae|f.|subst.|mère de Cerbère et de l'hydre de Lerne
2 Echidna|naeus|naeus|a, um||adj.|d'Échidna
Echinos|Echīnŏs|Echīnŏs|i|f.|subst.|ville de la Phthiotide / ville de l'Acarnanie
Echinos|Echīnus|-nus|i|f.|subst.|ville de la Phthiotide / ville de l'Acarnanie
1 Echion|Echīōn|Echīōn|ŏnis|m.|subst.|fils de Mercure, un des Argonautes / le père de Penthée et le compagnon de Cadmus
1 Echion|Echīōnĭdēs|-nĭdēs|ae|m.|subst.|fils d'Échion [Penthée]
1 Echion|Echīōnĭus|-nĭus|a, um||adj.|d'Échion / de Thèbes
2 echion|ĕchĭŏn|ĕchĭŏn|ĭi|n.|subst.|sorte de médicament fait avec les cendres de la vipère
2 echion|ĕchĭum|-ĭum|ĭi|n.|subst.|sorte de médicament fait avec les cendres de la vipère
1 ecqui|ecquī|ecquī|||adj. |adj. interrog., est-ce que quelque ? / [avec adjonction de nam]
1 ecqui|ecquae|ecquae|||adj. |adj. interrog., est-ce que quelque ? / [avec adjonction de nam]
1 ecqui|ecqua|ecqua|||adj. |adj. interrog., est-ce que quelque ? / [avec adjonction de nam]
1 ecqui|ecquod|ecquod|||adj. |adj. interrog., est-ce que quelque ? / [avec adjonction de nam]
ecquis|ecquis|ecquis|||adj. |[avec adjonction de nam] / ecquis adj. / ecquid pris advt, est-ce que en qqch, en qq manière / [= nonne] est-ce que ne... pas
ecquis|ecquid|ecquid|||adj. |[avec adjonction de nam] / ecquis adj. / ecquid pris advt, est-ce que en qqch, en qq manière / [= nonne] est-ce que ne... pas
edecimo|ēdĕcĭmo|ēdĕcĭmo|āre||tr. |tr., choisir, trier
edecimo|ēdĕcŭmo|-cŭmo|āre||tr. |tr., choisir, trier
Edessa|Edessa|Edessa|ae|f.|subst.|Édesse [ville de Macédoine, appelée postérieurement aegae) / ville de l'Osroène
Edessa|Edessaeus|-aeus|a, um||adj.|d'Édesse [les deux villes de ce nom]
Edessa|Edessĕnus|-ĕnus|a, um||adj.|d'Édesse [les deux villes de ce nom]
Edetani|Edētānī|Edētānī|ōrum|m.|subst.|Édétains, habitants d'Édéta [autrefois nommée Liria]
Edetani|Edētānĭa regio|Edētānĭa regio||||Édétanie, pays des Édétains
Edues|Edues|Edues||||v. aedues.
Edues|Edui|Edui||||v. aedues.
eduleus|ĕdūlĕus|ĕdūlĕus|i|m.|subst.|grand mangeur
eduleus|ĕdūlus|-lus|i|m.|subst.|grand mangeur
edulium|ĕdūlĭum|ĕdūlĭum|ĭi|n.|subst.|et ordint
edulium|ĕdūlĭa|ĕdūlĭa|ōrum|||aliments
Eetion|Ēĕtĭōn|Ēĕtĭōn|ōnis|m.|subst.|père d'Andromaque, roi de Thèbé, en Cilicie
Eetion|Ēĕtĭōnēus|-ōnēus|a, um||adj.|d'Éétion
effercio|effercĭo|effercĭo|rsi, rtum, īre||tr. |tr., remplir, combler, farcir
effercio|effarcĭo|effar-|rsi, rtum, īre||tr. |tr., remplir, combler, farcir
efferitas|effĕrĭtās|effĕrĭtās|ātis|f.|subst.|sauvagerie
efferitas|ecfĕrĭtās|ecf-|ātis|f.|subst.|sauvagerie
