Anchises|Anchises|Anchīsēs| ae |m|| father of Aeneas, V., O. |||
Anchiseus|Anchiseus|Anchīsēus|||adj.|of Anchises |||
Anchisiades|Anchisiades|Anchīsiadēs| ae|m||patr., son of Anchises Aeneas, V. |||
ancile|ancile|ancīle| is |n|| a small oval shield, V.; |||
ancilla|ancilla|ancilla| ae|f||a maid-servant, handmaid |||
ancillaris|ancillaris|ancillāris| e||adj.|of a female servant, a handmaid's service |||
ancillula|ancillula|ancillula| ae|f||a young female slave, handmaid |||
ancora|ancora|ancora| ae|f||an anchor: |||
ancorale|ancorale|ancorāle| is|n||an anchor-cable |||
ancorarius|ancorarius|ancorārius|||adj.|of an anchor, cables |||
andabata|andabata|andabata| ae|m|| a gladiator, who fought blindfold. |||
androgynus|androgynus|androgynus| ī|m|| a man woman, hermaphrodite. |||
anellus|anellus|ānellus (ann-)| ī|m||a little ring |||
anethum|anethum|anēthum| ī|n|| dill, anise: |||
anfractus|anfractus|ānfrāctus| ūs|m||a recurving, turning, bending round, a circuit, a tortuous way, circuitous route, circumlocution, prolixity.&mdash;Intricacies |||
ango|ango|angō| &mdash;, &mdash;, ere |||to draw close, press tight, squeeze, compress, throttle, choke, to torment, torture, vex, tease, trouble |||
angor|angor|angor| ōris|m||a strangling, suffocation, anguish, torment, trouble, by melancholy |||
anguicomus|anguicomus|anguicomus|||adj.|with snaky hair |||
anguiculus|anguiculus|anguiculus| ī|m||a small serpent |||
anguifer|anguifer|anguifer|||adj.|serpent-bearing |||
anguigena|anguigena|anguigena| ae|m||engendered of a serpent, sprung from dragons' teeth |||
anguilla|anguilla|anguilla| ae|f||an eel |||
anguineus|anguineus|anguineus|||adj.| of serpents, snaky: |||
anguinus|anguinus|anguīnus|||adj.|of serpents, snaky |||
anguipes|anguipes|anguipēs|||adj.|serpent-footed |||
anguis|anguis|anguis||m||a serpent, snake, most anxiously, a snake in the grass, the Dragon, the Hydra, waterserpent, the serpent |||
Anguitenens|Anguitenens|Anguitenēns| entis|m||serpent-holder, the constellation Serpent-bearer |||
angulatus|angulatus|angulātus|||adj.|with corners, angular |||
angulus|angulus|angulus| ī|m||an angle, corner, at right angles, the farthest corner, a secret place, nook, corner, lurking-place, petty discussions |||
anguste|anguste|angustē|||adv.|narrowly, within a narrow space, closely, in close quarters, concisely, pinchingly, stintingly, more sparingly, With difficulty |||
angustia|angustia|angustia| ae |f||narrowness, straitness, a narrow place, narrow part, neck, defile, strait, pass, shortness, scarcity, want, poverty, Difficulty, distress, perplexity, Narrowness, meanness, narrowness of view, verbal trifling, brevity, succinctness |||
angusto|angusto|angustō| &mdash;, &mdash;, āre |||to make narrow, straiten |||
angustum|angustum|angustum| ī|n||a narrow place, brought into narrow limits, a critical condition, embarrassment, difficulty, danger |||
angustus|angustus|angustus|||adj.|narrow, strait, contracted, a strait, short, brief, breathing.&mdash; Needy, pinching, stinting, poverty, shaken, Critical, difficult, narrow, base, little, petty, less honorable, narrow, trifling, subtle, hairsplitting, brief, succinct, less discursive than in the forum |||
anhelitus|anhelitus|anhēlitus| ūs|m||a difficulty of breathing, panting, puffing, deep breathing, drunken reviling, an exhalation, vapor |||
anhelo|anhelo|anhēlō| āvī, ātus, āre |||to breathe with difficulty, gasp, pant, puff, to roar, crash, to breathe out, exhale, breathe forth, to breathe out, pant after |||
anhelus|anhelus|anhēlus|||adj.|out of breath, short of breath, panting, puffing, gasping, that cause panting |||
anicula|anicula|anicula| ae|f||a little old woman, granny |||
Aniensis|Aniensis|Aniēnsis| e ||adj.|of the Anio |||
anilis|anilis|anīlis| e||adj.|of an old woman, Old-womanish, anile, silly |||
anilitas|anilitas|anīlitās| ātis|f||the old age of a woman |||
aniliter|aniliter|anīliter|||adv.|like an old woman |||
anima|anima|anima| ae|f||air, a current of air, breeze, breath, wind, the air, Breath, take breath, correct their breath, the fumes of wine, life, to give up the ghost, exert yourself in gesturing to the point of death, is in debt for his life?, for everything, A life, living being, soul, person, The shades, departed spirits, manes, The rational soul, mind |||
animabilis|animabilis|animābilis| e||adj.|enlivening, animating |||
animadversio|animadversio|animadversiō| ōnis|f||investigation, inquiry, Perception, notice, observation, self-inspection.&mdash;Reproach, censure, Chastisement, punishment |||
animadversor|animadversor|animadversor| ōris|m||a censor |||
animadverto|animadverto|animadvertō or -vortō or (older) animum advertō||||to direct the mind, give attention to, attend to, consider, regard, observe, to call attention to the consul's presence, To mark, notice, observe, perceive, see, discern, whatever attention or consideration be given, the fact observed by. &mdash; To attend to, censure, blame, chastise, punish, deserves to be punished, worthy of punishment, there is nothing censurable |||
animal|animal|animal| ālis|n||a living being, animal |||
animalis|animalis|animālis| e||adj.|of air, aerial, Of life, vital, Animate, living |||
animans|animans|animāns| antis||adj.|animate, living, a living being, animal |||
animatio|animatio|animātiō| ōnis|f||an animating, a living being |||
animatus|animatus|animātus|||adj.|disposed, inclined, minded, favorable |||
animo1|animo|animō| āvī, ātus, āre |||to enliven, quicken, animate |||
animo2|animo|animō| āvī, ātus, āre |||to dispose, inspirit, are inspirited |||
animose|animose|animōsē|||adv.|spiritedly, courageously, eagerly, independently |||
animosus1|animosus|animōsus|||adj.|full of air, airy, through which the breath passes, Full of life, Violent |||
animosus2|animosus|animōsus|||adj.|full of courage, bold, spirited, undaunted, shows more courage, Proud, of having borne you, Bold, audacious |||
animula|animula|animula| ae|f||a breeze.&mdash;A bit of life |||
animus|animus|animus| ī|m||the rational soul, soul, life, the mental powers, intelligence, reason, intellect, mind, attention, whose discernment, the whole intelligence of the community, Of the memory, Consciousness, recollection, self-possession, the conscience, Opinion, judgment, notion, belief, in my judgment, to the best of your knowledge and belief. &mdash; The imagination, fancy, Feeling, sensibility, affection, inclination, passion, heart, the character, bad mind, bad heart, Disposition, inclination, well disposed, both gold and the disposition, to give it, a kindly disposition, from the heart, in earnest, deeply, sincerely, from impulse or with some design, adjj., pitying him in her heart, disposition, character, temper, wild nature, Courage, spirit, to be of good courage, courage enough, hope, the violence, give it quicker motion, Haughtiness, arrogance, pride, your pride is roused, bear the arrogance and pride, Passion, vehemence, wrath, an even mind, calmness, moderation, equanimity, with even mind, contentedly, resignedly, patiently, is content to believe, Inclination, pleasure, for the sake of amusement, for diversion, for pleasure, employ musicians.&mdash;Will, desire, purpose, design, intention, resolve, purpose, to intend, my plan is, it was my purpose |||
Anio|Anio|Aniō| ēnis|m|| a tributary of the Tiber, V., H., C. |||
annalis1|annalis|annālis| e||adj.|relating to a year, which fixed the age required for office |||
annalis2|annalis|annālis| is|m||a record of events, chronicles, annals, the ninth book of annals |||
anne|anne|an-ne| see an and 2 -ne. |||䓫醐⌷|||
annecto|annecto|annectō, annexus| see adn-. |||ice|||
anniculus|anniculus|anniculus|||adj.|of a year, yearling |||
annitor|annitor|annītor| see adnitor. ||||||
anniversarius|anniversarius|anniversārius||||returning every year, annual, yearly, annual wars |||
anno|anno|annō, annōdō| see adn-. ||||||
annon|annon|an-nōn| see an and non. |||Y|||
annona|annona|annōna| ae|f||the year's produce, out of the annual supply, Means of subsistence, provisions, corn, grain, crop, is dear, scarcity, resources of our market, abundance, the price, market, former prices, to relieve scarcity, a storehouse against fluctuations in price, the market price |||
annosus|annosus|annōsus|||adj.|full of years, aged, old |||
annotinus|annotinus|annōtinus|||adj.|a year old, of last year |||
annoto|annoto|annotō, annumerō, annuō| see adn-. ||||||
annus|annus|annus| ī|m||a year, to be four years old, a full year, with age, at the close of, during a year, each year, a whole year, a year hence, for a year, for a year, for a single year, during so many years, every year, every year, perpetually, some years later, two years ago, a season, now the year is most beautiful, The produce of the year, The age required for public office, as soon as I was eligible, the period in which the signs complete a circuit |||
annuus|annuus|annuus|||adj.|of a year, lasting a year, a whole year's work, during the year.&mdash;Yearly, annual |||
anquiro|anquiro|anquīrō| sīvī, sītus, ere |||to seek on all sides, look about, search after, to inquire diligently, examine into, to conduct a judicial inquiry, To prosecute, for a fine |||
ansa|ansa|ānsa| ae|f|| a handle, haft: |||
anser|anser|ānser| eris|m||a goose |||
ante|ante|ante|||adv.||||
antea|antea|anteā|||adv.|before, earlier, formerly, aforetime, previously |||
Antecanem|Antecanem|Ante-canem||m|| transl. of |||
antecapio|antecapio|ante-capiō| cēpī, ceptus, ere|||to obtain before, receive before: |||
antecedens|antecedens|antecēdēns| entis||adj.|foregoing, preceding, the antecedent, the premises |||
antecedo|antecedo|ante-cēdō| essī, &mdash;, ere|||to go before, get the start, precede: |||
antecello|antecello|ante-cellō| &mdash;, &mdash;, ere |||to be prominent, distinguish oneself, excel, surpass, be superior, with respect to honor |||
anteceptus|anteceptus|anteceptus||||P. of antecapio. |||
antecessio|antecessio|antecessiō| ōnis|f||a going before, preceding, an antecedent |||
antecursor|antecursor|antecursor| ōris|m||a forerunner, the vanguard, pioneers |||
anteeo|anteeo|ante-eō| īvī or iī, &mdash;, īre |||to go before, precede: |||
antefero|antefero|ante-ferō| tulī, lātum, ferre|||to bear in front, carry before: |||
antefixus|antefixus|ante-fīxus|||adj.|fastened before, skulls, n, little images on the front of a house or temple |||
antegredior|antegredior|antegredior| essus, ī||dep.|to go before, precede |||
antehabeo|antehabeo|ante-habeō| &mdash;, &mdash;, ēre|||to prefer: |||
antehac|antehac|ante-hāc|||adv. |of time, before this time, before now, formerly, hitherto: |||
antelucanus|antelucanus|antelūcānus|||adj.|before light, before dawn, lasting all night |||
antemeridianus|antemeridianus|ante-merīdiānus|||adj.| before mid-day, of the forenoon: |||
antemitto|antemitto|ante-mittō| mitto.||||||
antemna|antemna|antemna or antenna| ae|f||a ship's yard |||
anteoccupatio|anteoccupatio|ante-occupātiō| ōnis|f||In rhet., an anticipation (of objections). |||
antepes|antepes|ante-pēs| edis|m||the forefoot, C. (poet.). |||
antepilanus|antepilanus|ante-pīlānus| ī|m|| a soldier of the first two ranks, in front of the triarii, L. |||
antepono|antepono|ante - pōnō| posuī, positus, ere|||to set before: |||
antequam|antequam|ante-quam| see ante. |||ଡ଼|||
antes|antes|antēs| īum|m|| rows (of vines), V. |||
antesignanus|antesignanus|ante-sīgnānus| ī|m||a leader in battle, m. as subst., the soldiers who fought in front of the standards |||
antesto|antesto|(ante-stō)| see anti-stō. ||||||
antestor|antestor|antestor| ātus, ārī||dep.|to call as a witness, summon to testify, to call to witness, invoke |||
antevenio|antevenio|ante-veniō| vēnī, ventus, īre|||to come before, get the start of, anticipate: |||
anteverto|anteverto|ante-vertō (-vor-)| tī, &mdash;, ere|||to take a place before, go before, precede: |||
anthias|anthias|anthias| ae|m|| an unknown sea-fish, O. |||
anticipatio|anticipatio|anticipātiō| ōnis|f||a preconception, preconceived notion |||
anticipo|anticipo|anticipō| āvī, ātus, āre |||to take before, anticipate, travelled more quickly |||
anticus|anticus|antīcus|||adj.|in front, foremost |||
antidea|antidea|antideā|||adv.| see antea. |||
antidotum|antidotum|antidotum| ī|n|| a remedy against poison, Ph. |||
antiquaria|antiquaria|antīquāria| ae|f||a female antiquarian |||
antiquarius|antiquarius|antiquarius| ī|m|| an antiquarian, Ta., O. |||
antique|antique|antīquē|||adv.|like the ancients, in the old fashion, the old method of barter |||
antiquitas|antiquitas|antīquitās| ātis|f||age, antiquity, Ancient time, antiquity, Ancient events, the history of ancient times, antiquity, Men of former times, the ancients, Venerableness, reverend character |||
antiquitus|antiquitus|antīquitus|||adv.|in former times, of old, anciently, long ago, long before |||
antiquo|antiquo|antīquō| āvī, ātus, āre |||to reject, not to pass |||
antiquus|antiquus|antīquus (-īcus)|||adj.|ancient, former, of old times, former severity, m, the ancients, ancient writers, Old, long in existence, aged, longestablished rights, to hold fast an old custom, old, venerable, reverend, authoritative, a most venerable custom, more original.&mdash;Old-fashioned, more desirable, preferable, was of more pressing importance |||
antistes|antistes|antistes| itis|m||an overseer, high-priest, priest, Fem, unremitting attendants at, a master |||
antistita|antistita|antistita| ae|f||a female superintendent, high-priestess |||
antisto|antisto|antistō (not antes-)| stetī, &mdash;, āre |||to stand before, to excel, surpass, be superior |||
Antoniaster|Antoniaster|Antōniaster| trī|m|| a servile imitator of the orator Antonius. |||
Antonius|Antonius|Antōnius||||a gentile name |||
antrum|antrum|antrum| ī|n|| a cave, cavern, grotto (poet.): |||
anularius|anularius|ānulārius| ī|m||a maker of rings |||
anulus|anulus|ānulus| ī|m||a ring, finger-ring, seal-ring, signet-ring |||
anus2|anus|anus| ūs |f|| an old woman, matron, old wife, old maid: |||
anus1|anus|ānus| ī|m||a ring, the fundament |||
anxie|anxie|ānxiē|||adv.|anxiously |||
anxietas|anxietas|ānxietās| ātis|f||anxiety, solicitude |||
anxifer|anxifer|ānxifer| fera, ferum||adj.|bringing anxiety, distressing |||
anxitudo|anxitudo|ānxitūdō| dinis|f||trouble, distress |||
anxius|anxius|ānxius|||adj.|anxious, troubled, solicitous, Causing anxiety, troublesome, afflicting, Prudent, cautious |||
aota|aota|āota| ōrum|n|| see actum. |||
apage|apage|apage|||| away with thee! begone! away! off with! (comic and colloq.): |||
apeliotes|apeliotes|apēliōtēs| ae|m|| the east wind, Ct. |||
aper|aper|aper| aprī|m||a wild boar |||
aperio|aperio|aperiō| eruī, ertus, īre |||to uncover, lay bare, with bared breast, with his throat cut, bring to light, with bared breasts, To open, uncover, unclose, make visible, discover, display, show, reveal, as an asylum, discloses, comes in sight, while the fleet was still hidden behind them, for the utterance of, to begin, to cleave, to lay open, render accessible, to disclose, unveil, reveal, make known, unfold, explain, expose, to disclose the future, show what they are, betray himself |||
aperte|aperte|apertē|||adv.|openly, manifestly, in open fight, without disguise, without reserve, plainly, clearly |||
apertus|apertus|apertus|||adj.|without covering, uncovered, not decked, unclouded, Unclosed, open, not shut, without breastworks, exposed, a way through, on the exposed flank, an open fight, n., the open, a clear space, open, avowed, plain, clear, manifest, more plainly guilty, common, to be evident, easier, frank, open, candid, Outspoken, audacious |||
apex|apex|apex| icis|m||the extreme end, point, summit, top, a tongue of flame, A hat, helmet, crown, the top of the helmet, the crown, the flamen's hat, the priestly office, the highest ornament |||
aphractus|aphractus|aphractus| ī|f|| (uncovered), a ship without a deck, open boat. |||
apicatus|apicatus|apicātus|||adj.|wearing a flamen's cap |||
apis|apis|apis| is |f|| a bee: |||
apiscor|apiscor|apīscor| aptus, ī |||to reach, attain to, get, gain |||
apium|apium|apium| ī|n||parsley, that long remains green |||
aplustre|aplustre|aplustre| is|n|| an ornament of wood on the stern of a ship: |||
apocleti|apocleti|apoclētī| ōrum|m|| a commission of the Aetolian league, executive committee, L. |||
apodyterium|apodyterium|apodȳtērium| ī|n||an undressing-room (in a bath-house). |||
Apollinaris|Apollinaris|Apollināris| e||adj.|of Apollo, sacred to Apollo, in honor of Apollo |||
Apollo|Apollo|Apollō| inis|m||Apollo.&mdash;Poet.: |||
apologus|apologus|apologus| ī|m|| a fable after the manner of Aesop, an apologue. |||
apoproegmenon|apoproegmenon|apoproēgmenon| ī|n|| in philos., that which is to be rejected. |||
apotheca|apotheca|apothēca| ae|f|| a repository, storehouse, magazine, warehouse, C.; esp. for wine, H. |||
apparate|apparate|apparātē (adp-)|||adv.|sumptuously, elaborately, nicely |||
apparatio|apparatio|apparātiō (adp-)| ōnis|f||a preparing, preparation |||
apparatus2|apparatus|apparātus (adp-)| ūs|m||a preparing, providing, preparation, getting ready, Apparatus, tools, implements, engines, supplies, material, instruments, military engines, Magnificence, splendor, pomp, state, display, elaboration |||
apparatus1|apparatus|apparātus (adp-)|||adj.|prepared, ready, supplied, furnished, magnificent, splendid, sumptuous, Elaborate, nice |||
apparens|apparens|appārēns| ntis||adj.|visible, manifest |||
appareo|appareo|appāreō (ad-p-)| uī, itūrus, ēre||||||
apparitio|apparitio|appāritiō (adp-)| ōnis|f||a serving, service, attendance, domestics, servants |||
apparitor|apparitor|appāritor (adp-)| ōris|m||a servant, public servant, lictor, deputy, secretary |||
apparo|apparo|apparō (ad-p-)| āvī, ātus, āre|||to prepare, make ready, put in order, provide: |||
appellatio|appellatio|appellātiō (adp-)| ōnis|f||an addressing, accosting, An appealing to, appeal, of one of the decemviri from the majority, to the tribunes, the right of appeal, A name, title, appellation, A pronunciation |||
appellator|appellator|appellātor (adp-)| ōris|m||one who appeals, an appellant |||
appellito|appellito|appellitō| &mdash;, ātus, āre|||to name habitually, call usually |||
appello1|appello|appellō (ad-p-)| pulī, pulsus, ere|||to drive to, move up, bring along, force towards |||
appello2|appello|appellō (adp-)| āvī ||| to address, speak to, apply to, accost: |||
appendicula|appendicula|appendicula| ae|f||a petty addition, little supplement |||
appendix|appendix|appendix| icis|f||an addition, continuation |||
appendo|appendo|appendō (ad-p-)| dī, sus, ere|||to weigh out: |||
Appenninicola|Appenninicola|Appennīnicola| ae|m||an inhabitant of the Apennines |||
Appenninigena|Appenninigena|Appennīnigena| ae||adj.|born on the Apennines |||
appetens|appetens|appetēns (ad-p-)| entis||adj.|striving after, eager for, desirous of, grasping, avaricious |||
appetenter|appetenter|appetenter (adp-)|||adv.|greedily, graspingly |||
appetentia|appetentia|appetentia (adp-)| ae|f||desire, longing |||
appetitio|appetitio|appetītiō (adp-)| ōnis|f||a grasping at, an earnest longing, desire, strong inclination |||
appetitus2|appetitus|appetītus (adp-)| ūs|m||a longing, eager desire, the appetites |||
appeto|appeto|appetō (ad-p-)| īvī or iī, ītus, ere.&mdash;|||to strive for, reach after, grasp at: |||
appingo|appingo|appingō (ad-p-)| &mdash;, &mdash;, ēre|||to paint upon (very rare): |||
Appius|Appius|Appius| ī|m|| the Appian Way, from Rome to Capua. |||
applaudo|applaudo|applaudō (ad-p-)| sī, sus, ere|||to strike upon, beat, clap: |||
applicatio|applicatio|applicātiō (adp-)| ōnis|f||an inclination, The relation of a client to his patron, clientship |||
applicatus|applicatus|applicātus (adp-)|||adj.|attached, close, annexed, inclined, directed, inclined to self-love |||
applico|applico|applicō (adp-)| āvī or uī, ātus, āre|||to join, connect, attach, add: |||
apploro|apploro|applōrō (ad-p-)| āvī, &mdash;, āre|||to bewail, deplore, weep: |||
appono|appono|appōnō (ad-p-)| posuī, positus, ere|||to put at, place by, lay beside, set near: |||
apporrectus|apporrectus|apporrēctus (ad-p-)|||adj.|stretched out at hand |||
apporto|apporto|apportō (ad-p-)| āvī, ātus, āre|||to carry, convey, bring along: |||
apposco|apposco|appōscō (ad-p-)| &mdash;, &mdash;, ere|||to demand besides: |||
apposite|apposite|appositē (ad-p-)|||adv.| fitly, suitably, appropriately: |||
appositus|appositus|appositus (ad-p-)|||adj.| contiguous, neighboring: |||
apprecor|apprecor|apprecor (ad-p-)| ātus, ārī||dep.| to pray to, worship: |||
apprehendo|apprehendo|apprehendō (ad-p-)| dī, sus, ere|||to seize, take hold of: |||
apprime|apprime|apprīmē (ad-p-)|||adv.| first of all, in the highest degree, chiefly: |||
apprimo|apprimo|apprimō (ad-p-)| pressī, pressus, ere|||to press close: |||
approbatio|approbatio|approbātiō (adp-)| ōnis|f||an approval, approbation, A proving, proof |||
approbator|approbator|approbātor (adp-)| ōris|m||one who approves |||
approbo|approbo|approbō (ad-p-)| āvī, ātus, āre|||to assent to, favor, approve:, |||
appromitto|appromitto|apprōmittō (ad-p-)| &mdash;, &mdash;, ere|||to promise besides, join in a promise. |||
appropero|appropero|approperō (ad-p-)| āvī, ātus, āre.&mdash;||| to hasten, accelerate: |||
appropinquatio|appropinquatio|appropinquātiō (ad-p-)| ōnis|f||an approach, drawing near |||
appropinquo|appropinquo|appropinquō (ad-p-)| āvī, ātus, āre|||to come near, approach, draw nigh: |||
appugno|appugno|appūgnō (ad-p-)| avī, &mdash;, āre|||to fight against, attack, assault: |||
appulsus2|appulsus|appulsus (ad-p-)| ūs|m||a landing, bringing to land, approach, an approach, action, influence |||
apricatio|apricatio|aprīcātiō| ōnis|f||a basking, sunning |||
apricor|apricor|aprīcor| &mdash;, ārī||dep.|to sun oneself, bask in the sun |||
apricus|apricus|aprīcus|||adj.| exposed to the sun, warmed by sunshine, sunny: |||
Aprilis|Aprilis|Aprīlis| is||adj.|of April, April |||
aptatus|aptatus|aptātus|||adj.|fit, suitable |||
apte|apte|aptē|||adv.|closely, fitly, suitably, rightly, fitly, suitably, properly, duly, rightly, opportunely, becomingly |||
apto|apto|aptō| āvī, ātus, āre |||to adapt, fit, apply, adjust, for wielding, To accommodate, adapt, be celebrated in, To make ready, prepare, in the woods |||
aptus|aptus|aptus|||adj.|UL|||
apud|apud|apud| older |||:,|||
aput|aput|aput|||| before, in the presence of, to: |||
aqua|aqua|aqua| ae |f||water, rain-water, most unwholesome, boiling, into the river, an aqueduct, the right of way for water, against dropsy, the host, greasy water, the necessarie of life, to be excluded from civil society, be banished, the sea, on the coast, treat other themes, A brook, Rain, waters, a watering-place, baths, to Baiae.&mdash;A water-clock, measures, by the water-clock, there is a hitch, I am at a loss |||
aquarius|aquarius|aquārius|||adj.|of water, watery, of aqueducts, m., a water-carrier, A conduit-master, The constellation Aquarius, the water-carrier |||
aquaticus|aquaticus|aquāticus|||adj.|growing in water, aquatic, Bringing rain |||
aquatilis|aquatilis|aquātilis| e||adj.|living in water, aquatic |||
aquatio|aquatio|aquātiō| ōnis|f||a watering, obtaining water, A supply of water, watering-place |||
aquator|aquator|aquātor| ōnis|m||a water-carrier |||
aquila|aquila|aquila| ae|f|| an eagle: |||
aquilifer|aquilifer|aquilifer| ferī|m||an eaglebearer, standard-bearer, first centurion of the first cohort in a legion |||
aquilo|aquilo|aquilō| ōnis|m|| the north wind: |||
aquilonius|aquilonius|aquilōnius|||adj.|northern, northerly |||
Aquinas|Aquinas|Aquīnās| ātis||adj.|of Aquinum: |||
aquor|aquor|aquor| ātus, ārī||dep.|to fetch water, Supin. acc. |||
aquosus|aquosus|aquōsus|||adj.|abounding in water, rainy, moist, watery, rainy winter, rain-clouds, dropsy, rainy |||
aquula|aquula|aquula| ae|f||a little water, small stream |||
ara|ara|āra| ae|f||a structure for sacrifice, altar, hearth and home, altars and fires, protection, refuge, shelter, a funeral pile, The Altar, low in the south, A monument |||
Arabs|Arabs|Arabs| abis||adj.| Arabian. |||
aranea|aranea|arānea| ae|f|| a spider: |||
araneola|araneola|arāneola| ae|f||a small spider |||
araneosus|araneosus|arāneōsus|||adj.| full of spiders' webs. |||
araneum|araneum|arāneum| eī|n||a cobweb |||
araneus|araneus|arāneus| ī|m|| a spider, Ct. |||
Arateus|Arateus|Arātēus (Arātī-)|||adj.| of the poet Aratus: |||
aratio|aratio|arātiō| ōnis|f||a ploughing, cultivation of the soil, agriculture, A ploughed field, arable land, public farm |||
arator|arator|arātor| ōris|m||a ploughman, bending, A cultivator of public lands |||
aratrum|aratrum|arātrum| ī|n||a plough, to destroy utterly, to mark the boundaries |||
arbiter|arbiter|arbiter| trī|m||a spectator, beholder, hearer, eye-witness, witness, commanding, he who hears and decides a cause, an umpire, judge, arbiter, A judge, arbitrator, umpire, mediator, A governor, lord, ruler, master, ruler |||
arbitra|arbitra|arbitra| ae|f||a female witness |||
arbitratus2|arbitratus|(arbitrātus|ūs|m||mediatiou, arbitration, Will, pleasure, free-will, choice |||
arbitrium|arbitrium|arbitrium| ī|n||a judgment, decision of an arbitrator, Judgment, opinion, decision, pass judgment, Mastery, dominion, authority, power, will, free-will, choice, pleasure, all the witnesses you require, dictation, for his consideration, An appraisement, apportionment, monopoly, expenses |||
arbitro|arbitro|arbitrō| āvī, &mdash;, āre, collat. form of arbitror|||to consider, believe, suppose: |||
arbitror|arbitror|arbitror| ātus sum, ārī||dep.|to testify on information and belief, depose to one's best knowledge, In your judgment, did, to be of an opinion, believe, consider, think, not merely, in my judgment, I think not |||
arbor|arbor|arbor| poet. also ||||||
arboreus|arboreuuml;s|arbore&uuml;s||||of a tree, fruit, foliage, branching |||
arbos|arbos|arbōs| oris|f||a tree, fruil-bearing, fir-trees, the oak, the laurel, the poplar, a mast, the oar, the ship Argo, on the gallows |||
arbustum|arbustum|arbustum| ī|n||a place where trees are planted, plantation, vineyard planted with trees, trees, shrubs |||
arbustus|arbustus|arbustus|||adj.|set with trees |||
arbuteus|arbuteuuml;s|arbute&uuml;s|||adj.|of the arbutus, fruit |||
arbutum|arbutum|arbutum| ī|n||the fruit of the arbu, tus, wild strawberry, The arbutus, strawberry-tree |||
arbutus|arbutus|arbutus| ī|f||the wild strawberrytree, arbutus |||
arca|arca|arca| ae|f||a place for safe-keeping, chest, box, A money-box, coffer, safe, an ironed moneychest, rely upon my purse.&mdash;A small prison, cell, A coffin, A bier |||
Arcadicus|Arcadicus|Arcadicus|||adj.| Arcadian: |||
arcano|arcano|arcānō|||adv.|secretly, in private |||
arcanus|arcanus|arcānus|||adj.|secret, trusty, silent, Hidden, close, secret, private, concealed, mysteries, n., a secret, mystery, secret decrees |||
Arcas|Arcas|Arcas| adis ||adj.| Arcadian: |||
arceo|arceo|arceō| cuī, &mdash;, ēre |||to shut up, enclose, confine, hampered, to confine, restrain, To prohibit access, keep away, hold off, keep at a distance, avert by the sword, protect, to banish, to protect, to keep off, averted, To hinder, prevent |||
arcessitus2|arcessitus|(arcessītus| ūs|m||a calling for, summons, sing. |||
arcesso|arcesso|arcessō or colloq. accersō| īvī, ītus, ere |||to cause to come, call, send for, invite, summon, fetch, order it brought, invited, to summon, arraign before a court, accuse, prosecute, to anticipate, to bring, fetch, seek, derive, far-fetched |||
archetypus|archetypus|archetypus|||adj.| first made, original: |||
Archiacus|Archiacus|Archiacus|||adj.| made by Archias (a cabinetmaker); hence, cheap, common: |||
Archilochius|Archilochius|Archilochīus|||adj.| like Archilochus.&mdash;Hence, severe: |||
archimagirus|archimagirus|archimagīrus| ī|m|| a headcook, Iu. |||
archipirata|archipirata|archipīrāta| ae|m|| a pirate captain, C., L. |||
architector|architector|architector| ātus, ārī||dep.|to build, construct, to devise, invent |||
architectura|architectura|architectūra| ae|f||the art of building, architecture |||
architectus|architectus|architectus| ī|m|| a masterbuilder, architect. |||
archon|archon|archōn| ontis|m||the highest magistrate of Athens. |||
Arcitenens|Arcitenens|Arcitenēns (Arquit-)| ntis||adj.|holding a bow, bow-bearing, Apollo, the Archer |||
arcte|arcte|arctē| see artē. ||||||
Arctophylax|Arctophylax|Arctophylax||m|| a constellation, Bo&ouml;tes. |||
Arctos|Arctos|Arctos| ī |f|| the Great Bear (Ursa Major): geminae, the two Bears, O.: |||
arcturus|arcturus|arctūrus| ī|m|| the brightest star in Bo&ouml;tes, V. |||
arctus|arctus|arctus| see artus. ||| X|||
arcuatus|arcuatus|arcuātus (arquu-)|||adj.|bow - like, arched, of the rainbow |||
arcula|arcula|arcula| ae|f||a small box, casket, treasures |||
arcus|arcus|arcus| ūs |m||a bow, the rainbow, bays, an arch, circles of the earth |||
ardea|ardea|ardea| ae|f|| the heron, V. |||
ardelio|ardelio|ārdeliō| onis|m||a busybody |||
ardens|ardens|ārdēns| entis||adj.|glowing, fiery, hot, ablaze, sparkling, gleaming, fiery, Burning, ardent, impassioned |||
ardenter|ardenter|ārdenter|||adv.|hotly, ardently, vehemently |||
ardeo|ardeo|ārdeō| sī, sus, ēre |||to be on fire, burn, blaze, be burned, to flash, sparkle, shine, to burn, glow, be inflamed, be afire, with zeal for racing, were full of fury, to desire ardently, to be afire with love, burn with love |||
ardesco|ardesco|ārdēscō| ārsī, &mdash;, ere|||to take fire, kindle, be inflamed, to gleam, light up, to be inflamed, take fire, grow furious, grows furious |||
ardor|ardor|ārdor| ōris|m||a burning, flame, fire, heat, fire, brightness, animation, heat, eagerness, zeal, the beloved, flame |||
arduum|arduum|arduum| ī|n||a steep place, steep, difficulty |||
arduus|arduus|arduus|||adj.|steep, high, elevated, lofty, on his steed, high in the air, difficult, arduous, hard, hardships |||
area|area|ārea| ae|f||ground, a building - site, An open space, court, play - ground, A raceground, A threshing-floor, a field for effort |||
arena|arena|arēna, arēnāceus| see har-. ||||||
