blas|naïf, niais
blax|naïf, niais
chenalopex|cravan, espèce d'oie
choax|c. chus
Cleops|c. Cleobis.
compater|qui partage la paternité
condiscens|part. pris substt, condisciple
Cruptorix|chef germain
Damen|nom d'un historien
Daras|fleuve de Carmanie
deceptiva|verbes qui expriment une idée de tromperie.
decomposita|verbes dérivés (de verbes composés).
impluviata|vêtement de forme carrée (pour les femmes).
insors|infortune
insterstes|qui est un intermédiaire
Ismahel|Ismaël (fils d'Abraham et d'Agar).
Israhel|Israël (nom de Jacob et de ses descendants).
Marsares|fleuve de la Babylonie
Menninx|Plin. île de la côte d'Afrique.
Merobaudes|nom d'un roi franc
Nectenebis|Nectabis ou Nectanabis, roi d'Égypte
Ofens|rivière du Latium
pilens|c. pilentum
Praxo|nom d'une noble Athénienne
prosopitis|grande bardane (plante)
quadrurbs|qui renferme quatre villes
ravuscula|vigne qui a des feuilles jaunâtres.
Segonax|(Lebaigue P. 1140 et P. 1141) Ségonax (roi de la Bretagne méridionale).
sescunx|un douzième et demi = un huitième
sesquisenex|archivieux [vieux une fois et demie]
Thestylis|nom de femme
Tychen|nom de femme
Vardanes|fils de Vologèse
Venox|surnom du censeur C. Plautius
Virgiliomastix|censeur très rigoureux [qui fouaille Virgile]
Xerxeses|fils de Darius, roi des Perses, battu par les Grecs à Salamine
Zosimen|noms de femmes
Caeres2|Céré [ville d'Étrurie, antérieurement nommée Agylla, auj. Cerveteri]
David|David, roi des Hébreux
Ditis|Pluton [dieu des enfers]
hir2|paume de la main
ir|paume de la main
Simulans2|titre d'une comédie d'Afranius
Tarsis2|c, Tartessus / ville de l'Inde
Dolens2|surnom et nom d'homme
Pudens2|nom d'h.
Rubigo2|Rubigo ou Rubigus (divinité qu'on invoquait à Rome, lors des Robigalia, pour préserver les céréales de la nielle).
Sermo2|Sermo (surnom romain).
furans|part. pris subst, voleur
insciens2|un ignorant, un sot
Picens2|un Picentin
sciens2|un connaisseur
innocens2|un innocent / pl., des innocents
inops2|le faible / pl., les faibles
Adule|Adulis (ville d'Ethiopie).
Aelice|ville de l'Afrique
Aethre|île près d'Éphèse
Agathe|nom de femme
Alaebaece|ville de la Narbonnaise
Alalcomene|ville de Béotie
Alele|ville d'Afrique, près de la petite Syrte
Allife|Allifes [ville du Samnium]
Amorge|ancien nom d'Éphèse
Anatole|une des Heures
aneale|jarret
Aode|Aède (une des quatre Muses primitives).
Aphrodite|nom de Vénus
Aple|bourg près de la Chaldaïque
Apyre|ville de Lycie
Archene|contrée près du Tigre
Argiope|femme d'Agénor, mère de Cadmus
Argyre|île de l'Inde
Ariace|ville sur l'Hellespont
Ariane|l'Ariane [partie méridionale de l'Arie]
Arine|île dans le golfe d'Argolide
Armene|v. Armine
Armine|ville de Paphlagonie
Astice|Astique [canton de la Thrace]
Aulocrene|mont de Phrygie
Batne|ville de la Mésopotamie
Berge|ville d'Afrique
Bergime|ancienne ville près de Massilie
Bergine|ancienne ville près de Massilie
Bethleptephene|toparchie de Judée
Bice|v. Byce.
Bizie|Bizia (ville de Thrace).
Bontobrice|ville de Belgique [chez les Treviri]
Borcobe|ville des Scythes
Byce|lac de la Chersonèse Taurique
Caene|île voisine de la Sicile
Cale|bourg de l'Ombrie / port de Gallécie / ville de Gaule
Callidame|nom grec de femme
Callipeuce|défilé de Thessalie
Calliroe|Callirhoé [fille d'Achéloüs] / fontaine près d'Athènes / fontaine d'eau chaude de Palestine / en Arabie
Calliste|autre nom de l'île de Théra
Callode|petite île près de la Sardaigne
Camere|petite ville d'Italie, près de Sybaris
Cane|ville d'Arabie
Cardamine|île voisine de l'Arabie Heureuse
Cardamyle|ville du Péloponnèse
Carice|ville d'Ionie
Cartare|île près de la Bétique
catastaltice|renoncule scélérate
Centronicae|les Alpes Centroniques.
Ceraine|ville de la Grande Phrygie
Cerne|île de la mer du Sud
Chaldone|promontoire de l'Arabie Heureuse
chamaesuce|Plin. sorte de petite ésule (une euphorbe).
Characene|la Characène [région de la Susiane]
Chelone|nom d'une nymphe
chenamyche|plante qui effraie les oies
Chimarone|promontoire de Phthiotide
Chitone|surnom de Diane
Chlide|nom de femme
Chrocale|nom grec de femme
Cisthene|ville d'Éolide
Commone|île de la mer Égée
Compse|nom de f.
Cone|île à l'embouchure du Danube
Crane|autre nom de Carna
Crocyle|île voisine d'Ithaque
Curite|ville qu'on croit avoir été en Phrygie
Cytaine|de Cyta, épithète de Médée
Dandace|ville de la Chersonèse Taurique
Darde|ville d'Éthiopie
Deiphile|v. Deipyla
Deipyle|fille d'Adraste et mère de Diomède
Demarate|fille du roi Hiéron / mère d'Alcibiade
Derzene|la Xerxène ou Derzène, contrée d'Arménie
Dicaeosyne|surnom grec de femme
Diospege|ville de Mésopotamie
Dioxippe|fille du Soleil / une des chiennes d'Actéon
Dolichiste|île de la Méditerranée [près de la Lycie]
Dosithoe|nom d'une nymphe
Durine|ville sur le golfe Persique
elaeomoloche|guimauve [plante]
Electre|c. Electra.
Elegosine|lieu de la Grande Arménie
Eolone|ancien nom de l'embouchure du Pô
Epicrane|fontaine de Béotie
Epinausimache|titre d'une tragédie d'Attius [le combat sur les vaisseaux]
Erebinthote|île de la Propontide
Etene|v. de Crète
Euryone|fille d'Amyntas, roi de Macédoine
Haliserne|ville de la Troade
Hermonasse|ville de Sarmatie, près du Bosphore Cimmérien
Hymane|mère de Tiphys, femme de Phorbas
Hyparete|une des Danaïdes
Hypere|île de la mer Égée, appelée plus tard Amorgos
Hyrmine|ville d'Élide
Iambe|île de la mer Rouge
Idale|ville de Mysie
Illice|ville de la Tarraconnaise
Iotape|ville de Cilicie
Irmene|ancienne ville d'Italie
Itale|ville d'Éolide
Larine|fontaine de l'Attique
Libyce|voir Libya.
Lycide|ville de Mysie
macarinte|épithète donnée au romarin
Malthace|île près de Corcyre
Massabatene|nom d'une partie de l'Élymaïde
Massice|ville de Mésopotamie
Medamne|la Mésopotamie
Medoe|ville d'Éthiopie
Melane|île près d'Éphèse
Melitene|Mélitène [région de la Cappadoce] / ville de Cappadoce
Menace|ancien nom de Malaca
Merme|ville d'Arabie
Mesabatene|v. Massabatene.
Messe|village de Cythère
Methone|ville de Messénie / ville de Magnésie
Midoe|ancien nom de la Troglodytique
Milichie|source près de Syracuse
Mogore|ville située sur le Nil
Morimene|partie de la Cappadoce
Mothone|ville de Crète
Navectabe|ville d'Éthiopie
Nealce|nom de femme
Nee|ville de la Troade
Neminie|source sur le territoire de Réate, en Ombrie
Nice|- 1 - Nicée (ville de Thrace). - 2 - Nicée (nom de femme).
Obigene|l'Obigène [partie de la Lycaonie] (al. Obizene
Ocalee|ville de Béotie
Oenoe|île de la mer Égée [la même que Sicinus] / ancienne ville de Grèce
Oenope|oenope [fille d'Épopée, aimée de Neptune]
Olane|nom d'une des bouches du Pô [al. Volane]
Orge|fontaine de la Narbonnaise
Ostracine|ville de la Basse-Égypte
Otene|partie de l'Arménie
Otrere|une des Amazones, mère d'Hippolyte et de Penthésilée
Oxyrhoe|nom d'une chienne d'Actéon
Pancaspe|nom de femme
Parabeste|ville de l'Arachosie
pardaliace|aconit [plante]
Parthenie|ville d'Ionie
Parthyene|c. Parthiene
Patage|ancien nom de l'île d'Amorgos, une des Cyclades
Pedalie|ville de Cilicie
Pele|île près d'Éphèse
Perge|v. Perga
Perne|île près de Milet qui fut réunie au continent
Phaenagore|île du Pont-Euxin
Pheate|île près d'Éphèse
Philtere|nom de femme
Phisadie|soeur de Pirithoüs
Phlygone|ville de Béotie
Pinare|ville de Cilicie
Platage|ancien nom de l'île d'Amorgos, une des Cyclades
Plate|Platé [île voisine de la Troade]
Podarce|une des Harpies
Politice|canton de l'Éolide, le même que Aphrodisias
Pollupice|ville de Ligurie
Pordoselene|île de la mer Égée
Porphyrione|île de la Propontide
practice|la pratique [par oppos. à la théorie]
Pyrpile|ancien nom de l'île de Délos
Pyrpole|ancien nom de l'île de Délos
Rhagiane|surnom donné à Apamée [ville de Médie]
Rhaphane|v. Rhagiane.
Rhipe|Rhipé (ville d'Arcadie).
Rhode|rivière de Scythie
Rhodine|nom de femme
Rhoge|île voisine de la Lycie
Rhoxane|Roxane [femme d'Alexandre le Grand]
Saepone|ville de la Bétique
Salde|ville de Mauritanie
Salmone|Salmonée [promontoire de Crète]
Sargaurasane|partie de la Cappadoce
Sasine|port sur le golfe de Tarente
Satrapene|la Satrapène [contrée de l'Asie Mineure]
Save|ville de l'Arabie Heureuse
sceletyrbe|sorte de paralysie
Scope|île près de Chypre / nom de femme
Segeste|ville de la Carnie
Selge|ville de Pisidie
Selle|ville de Lucanie
Sere|ville d'Égypte
Seriane|ville de Syrie
Sesere|Séséré (ville d'Ethiopie).
Sige|ville de la Troade / un des Éons de Valentin / nom de femme
Sintice|contrée de la Macédoine
Sittacene|la Sittacène, province de l'Arménie méridionale
smile|scalpel
Sordice|étang formé par le Sordus
symbole|c. symbola.
syngraphe|c. syngrapha.
Tacape|ville d'Afrique
Tarachie|île de la mer Ionienne près de Corcyre
Taruesede|ville de Rhétie
Thatice|(Lebaigue P. 1261) Thaticé (ville d'Ethiopie).
Thecue|ville de Judée
Theline|ancien nom d'Arles
Themiste|nom d'une philosophe épicurienne de Lampsaque
Theodote|nom de femme
Theonoe|fille de Thestor, enlevée par les pirates
Thessaloche|ancien nom de Magnésie du Méandre
Time|nom de femme
Tithrone|ville de la Phocide
Tole|v. Tolle.
Tolle|ville d'Éthiopie
Trachie|île en face de Corcyre
Triare|(Lebaigue P. 1285) Triaré (contrée d'Asie).
Trichone|ville de la Phocide
Troezene|Trézène [ville du Péloponnèse] // ville de Carie
Tyche|nom de femme
Tyde|place forte de la Tarraconnaise
typhe|massette [plante aquatique]
Ventisponte|ville de la Bétique
Xerxene|la Xerxène ou Derzène, contrée d'Arménie
Xuthe|nom de femme
Zamne|ville d'Éthiopie
Zele|nom de femme
Zene|noms de femmes, nom d'homme
Zosime|noms de femmes
Zygere|ville de Thrace
Hyle2|ville de Béotie
Mese2|une des îles Stéchades
Oenanthe2|mère de Ptolémée Épiphane
Pale2|ville de l'île Céphallénie
Phoce|île voisine de l'île de Crète
Sittace2|capitale de la Sittacène
Syce2|île de la mer Égée, voisine de l'Asie
attice3|espèce d'ocre
Late2|c. Lade
annulare|blanc pour la peinture.
aquaemanale|bassin pour laver les mains
aquimanile|bassin pour laver les mains
Carpentoracte|ville de la Gaule Narbonnaise
Cottonare|port d'Éthiopie
coxale|ceinture
diacherale|sorte de collyre
digitale|c. digitabulum
faenile|fenil [lieu où l'on serre le foin] / champ de foin
Malvane|fleuve d'Afrique, sortant de l'Atlas
mavorte|c. mafors, maforte.
Narniense|propriété à Narnia
nasale|frein pour le naseau d'un cheval
paleare|tas de paille
pedale|chaussure / bande de toile pour envelopper les pieds / mesure d'un pied
scalare|escalier, degrés
solemne|- 1 - fête solennelle, cérémonie solennelle, solennité. - 2 - chose habituelle, habitude, usage.
Tadute|ville de Numidie
trimestre|v. Keil
Vardacate|ville de Vénétie
patibile|l'insensible
volupe2|chose agréable, plaisir.
lanipens|c. lanipendens.
agens2|le plaidant, le demandeur / arpenteur / agentes in rebus, agentes rerum, ou agentes seul, commissaires impériaux, surveillants
Anaxander|peintre
buccifer|qui a une grande bouche
Candelifer|qui porte un cierge [épithète donnée à Diane-Lucine]
comminister|confrère dans les fonctions
cunger|congre (poisson de mer).
Cymander|Cymandre [fleuve de l'Inde]
diameter|c. diametros
discifer|qui porte un plateau
donifer|libéral.
enuber|qui empêche, qui s'oppose, contraire
hymnifer|qui chante des hymnes
igniger|c. ignifer.
lymphiger|qui roule de l'eau / qui conduit de l'eau
obater|Plin. bordé de noir.
polcer|c. pulcher.
pompifer|fastueux, riche, magnifique
pseudopresbyter|faux prêtre
pulliger|qui contient un poussin [en parl. d'oeuf]
serpentifer|qui abonde en serpents.
sesqualter|v. sesquialter
Sicamber|des Sicambres.
squammifer|écailleux, couvert d'écailles.
squammiger|écailleux, couvert d'écailles.
subsesquialter|[nombre] contenu dans un autre une fois 1/2, une fois 1/3, une fois 1/4, une fois 1/5
Thersander|Thersandre (fils de Polynice, guerrier au siège de Troie).
Tuncer|c. Tunger.
votiger|c. votifer
Prosper2|nom d'h.
Silvester2|nom de plusieurs papes
Venafer2|nom d'homme
Arbiter2|Arbiter (surnom de Pétrone).
juger|Plaut. Tib. c. jugerum.
zinziber|gingembre [plante]
alytarches|Cod. Th. alytarque (magistrat préposé aux jeux publics).
ammites|v. hammitis
Ammonites|et pl
Amphiareiades|descendant mâle d'Amphiaraüs
Amphitruoniades|Hercule
anachitees|diamant (qui chasse le venin et la folie).
Anathothites|d'Anathoth
Anaxagorastes|disciple d'Anaxagore
Anticlides|écrivain grec
Antorides|peintre grec
apheliotes|vent d'est
Arachites|habitant d'Arach
Arosapes|fleuve de l'Inde
Asines|fleuve de Sicile
Astarothites|d'Astaroth
Astylides|fils d'Astylus
Atarnites|Hermias, tyran d'Atarnée
Atiades|fils d'Athamas [Palémon]
Berothites|de Béroth
Biantes|fils de Priam
botryites|sorte de pierre précieuse
Butades|modeleur de Sicyone
calamaules|qui joue du chalumeau
Callides|statuaire grec
Capotes|montagne de la Grande Arménie
Charmantides|peintre grec
Chelonates|promontoire de l'Élide
chelonites|pierre précieuse
cleptes|voleur
Condochates|fleuve de l'Inde
Creontiades|Lact. descendant de Créon.
Damastes|Damaste [historien grec, né en Syrie]
Deliades|statuaire grec
Deucalides|fils de Deucalion
Deucalionides|fils de Deucalion
Diospolites|le nome Diospolite
Doricetes|Doricète (roi de Thrace).
ecphrastes|traducteur, commentateur
Elaites|habitant d'Élée
Eutychides|nom d'hommes
exorcistes|Hier. exorciste. (Lebaigue P. 461 et P. 462)
Gabaonites|Gabaonite
hammmodytes|nom d'un serpent d'Afrique qui se cache dans le sable
Himerenses|ville à l'embouchure de l'Himère.
Hyperionides|fils d'Hypérion, le Soleil
Iaxtes|fleuve
lectisphagites|c. itaeomelis
lydiastes|c. bucolista
Maiades|fils de Maïa [Mercure]
Manasses|Manassès [fils aîné de Joseph] / autres du même nom
Marcomeres|Marcomir, chef des Francs
Maronites|de Maronée, en Thrace
Megaronides|personnage de comédie
Micciades|sculpteur de Chios
Misargurides|qui méprise l'argent [ironiqt] = usurier
Mnesides|médecin grec
Mynthes|nom d'un astronome
narcissites|sorte de pierre précieuse
Nestorides|fils de Nestor [Antiloque]
Nilotes|c. Nilicola
Nummorumexpalponides|qui soutire de l'argent, un extorqueur d'argent.
Numquameripides|à qui on ne reprend jamais
orchestes|danseur, pantomime
Pantacyes|rivière près de Syracuse
Panticapes|affluent du Borysthène
Pariades|partie du mont Taurus
Pasines|nom d'un roi arabe [al. Spaosines]
Phanocrates|nom d'homme
Pharathonites|habitant de Pharathon
Philetes|nom d'un ami de Phèdre
Phyrites|fleuve d'Ionie
pinnoteres|pinnotère (petit crabe qui se loge dans la pinne marine).
Planciades|surnom du grammairien Fulgence
Polyboetes|nom d'homme
Polyphontes|Polyphonte [roi de Messénie, tua le fils de Cresphonte, et épousa Mérope, mère de sa victime]
Polypoetes|fils de Pirithoüs, un des prétendants d'Hélène
pythionices|vainqueur aux jeux pythiens
Sauromaces|roi asiatique
scorpites|sorte de pierre précieuse
Secheries|fleuve du Pont
Sethroites|nome d'Égypte
Seuthes|roi de Thrace
spongites|spongite, sorte de pierre spongieuse
Suetes|nom de guerrier [al. Seuthes]
Syriarches|le gouverneur de la Syrie
Thecuites|de Thécua
Thesbites|habitant de Thesba
Thespites|lac traversé par le Tigre,
Theutates|Teutatès [divinité gauloise]
Thospites|c. Thonitis
tocites|sorte de plante
Trachonites|qui est de la Trachonitide
Tyres|fleuve de la Sarmatie d'Europe [le Dniester] // nom d'un Troyen
Vatrachites|fleuve de Perse
Zariaspes|fleuve de la Bactriane
Olympiades|nom d'homme
Troiades|Troyen
Syenites2|syénite, granit rouge
curvipes|qui a les pieds recourbés
duipes|c. bipes
unipes|adj., qui n'a qu'un pied
albities|blancheur.
copies|v. copia
impolities|manque de culture.
Abdagaeses|Abdagèse (prince parthe).
Abdageses|Abdagèse (prince parthe).
Aenuscabales|source en Arabie
Aethalides|nom propre
Ammudates|nom d'une divinité syrienne
Anaxandrides|poète comique
Apollophanes|médecin grec
Araxates|fleuve de la Sogdiane
Arbogastes|général de l'armée de Théodose
Aristocrates|nom d'h.
Aristocydes|peintre grec
arripides|qui prend, qui tire à soi (mot forgé par Plaute).
aucupes|c. auceps
brutes|bru
Bryetes|peintre de Sicyone
Buces|lac et fleuve de la Chersonèse Taurique
Callicrates|Callicrate, [sculpteur de Lacédémone] / autres du même nom
Calliphanes|Calliphane [historien grec]
Camisares|nom d'un satrape perse
Candaules|roi de Lydie
Chalcosthenes|statuaire grec
Chambades|massif dans le Taurus
Colaxes|nom d'un héros
Commiades|auteur grec qui écrivit sur la viticulture
Demoteles|écrivain grec
Denthaliates|de Denthélie.
Diaphanes|fleuve de Cilicie
Dicaeogenes|peintre du temps du roi Démétrius
Dieuches|nom d'un médecin
Diocles|nom d'un médecin grec / nom de Dioclétien avant son élévation
Diotrephes|nom d'homme
Dosiades|auteur grec, qui a écrit une histoire de Crète
Echecratides|nom d'un Thessalien, vainqueur aux jeux Olympiques
Elpides|Elpidès de Samos [épargné par un lion qu'il avait guéri, éleva un temple à Bacchus]
Epicydes|nom d'homme
Eucles|statuaire grec
Eunones|Tac. Eunones (roi des Adorses).
Eurycrates|nom d'homme
Euthycrates|fils de Lysippe, sculpteur comme son père
Euthymedes|peintre grec
Holofernes|Holopherne, général assyrien, tué par Judith
Machares|fils de Mithridate
Mandrocles|nom d'homme
Medores|nom de guerrier
Megasthenes|nom d'homme
melanthes|pierre précieuse inconnue
Meneclides|nom d'un noble thébain
Mesomedes|nom d'h.
Mithradates|c. Mithridates
Motherudes|ancien roi d'Égypte
Mutines|Mutinès (nom d'homme).
Nealces|nom d'un peintre
Nicophanes|nom d'un peintre
Nicosthenes|nom d'un peintre
Ocazanes|rivière qui se jette dans le Cyrus
Oreges|nom d'une partie du mont Taurus
Orgomanes|rivière de la Bactriane
Orhozes|(Lebaigue P. 873) Orhozès (roi de Colchide).
Osteodes|une des îles Lipari
Perdices|ville de la Mauritanie Césarienne
Pityodes|île de la Propontide
Podarces|fils d'Iphiclus
Polycles|nom de deux statuaires
Polydeuces|nom d'un statuaire qui avait travaillé aux constructions du Palatin, à Rome
Prexaspes|nom d'un courtisan de Cambyse
puppes|c. puppis
Pythocles|noms de deux statuaires
rues|ruina.
Salauces|roi de Colchide
Saulaces|roi de Colchide
Sesculysses|un Ulysse et demi [un fourbe et demi]
Sesquiulysses|un Ulysse et demi [un fourbe et demi]
sexeres|navire à six rangs de rames
Sinnaces|nom d'h.
Sosicles|nom d'homme
Sosimenes|nom d'un médecin
Theomedes|surnom d'homme
Thrasymedes|Thrasymédès (sculpteur).
vernemetes|mot celtique) nom donné à un bourg d'Aquitaine
Xenomenes|nom d'h.
Zothales|fleuve de la Margiane
Alces2|fleuve de Bithynie
Orestes2|Orestès (surnom romain).
Acienses|les Aciens (peuple du Latium).
Aegisthenienses|les habitants d'Egisthène (en Mégaride).
Aegosthenenses|habitants d'Égosthène [ville de Mégaride]
altiles|volailles engraissées, poulardes.
Alutrenses|habitants d'Alutra (v. d'Istrie)
Ambianenses|les Ambianes (peuple de Gaule, d'Amiens).
Ammienses|les habitants d'Amméa (en Lusitanie).
Andaristenses|les habitants d'Andaristanum.
Andologenses|peuple de la Tarraconnaise
Anticyrenses|habitants d'Anticyre
Arusnates|habitants d'un bourg près de Vérone
Ascalonenses|habitants d'Ascalon
ascendentes|pl., ascendants
Asisinates|habitants d'Asisium
Assesiates|les habitants d'Assésia (en Liburnie).
Astapenses|habitants d'Astapa
Aturenses|habitants d'Atura [Aire sur l'Adour]
Audaristenses|ville de Macédoine
Augustobricenses|habitants d'Augustobriga en Lusitanie
Aveiates|habitants d'Avéia
Balsenses|habitants de Balsa
Beruenses|habitants de Bérua
Bingenses|soldats [romains] stationnés à Bingium
Blesenses|habitants de Blesae [auj. Blois]
Brixenetes|peuple de Rhétie
Bulenses|habitants de Bulis [ville de Phocide]
Byllienses|habitants de Bullis ou Byllis
Caburrenses|habitants de Cabure [auj. Cavor, ville de la Gaule Transpadane]
Caesarobrigenses|peuple de Lusitanie
Campanenses|peuple de la Gaule [Champenois]
Capuenses|pl., habitants de Capoue
Carthaginienses|les Carthaginois
Caucenses|habitants de Cauca [dans la Tarraconnaise]
Celeienses|habitants de Céléia
Cereales|magistrats préposés à l'approvisionnement des marchés / [fig.] gens qui errent çà et là [comme Cérès en quête de sa fille]
Cibalenses|les habitants de Cibalae
circumcolentes|riverains
cohortales|les prétoriens
Concupienses|peuple d'Italie
confinales|habitants limitrophes, voisins
credentes|les croyants
Dianenses|pl., habitants de Diana / habitants de Dianium
Dinienses|habitants de Dinia
Docleates|habitants de Doclée
Duplavilenses|habitants de Duplavile [v. de l'Italie supérieure]
Echetlienses|habitants d'Échetlia [ville de Sicile]
Epiphanenses|habitants d'Épiphanie
Ergavicenses|habitants d'Ergavica
Ernaginenses|habitants d'Ernagine
fabricenses|fabricants d'armes, ouvriers d'un arsenal.
Falerienses|habitants de Faléries, ville du Picénum [auj. Falerone]
Fallienates|peuple de l'Ombrie
Feliginates|ancienne ville d'Italie
Ficulenses|les habitants de Ficulée.
flaviales|les flaviales (prêtres institués par Domitien en l'honneur de la famille Flavia).
Focunates|peuple des Alpes
Fortenses|cantonnés dans la Dalmatie
Fortunales|Plin. les Fortunales (peuple de la Bétique).
Fucentes|peuple d'Italie, chez les Marses
Hispalenses|habitants d'Hispalis
Hortenses|peuple du Latium / peuple d'Afrique
hospitales|les hôtes (visiteurs) / qui concerne l'hospitalité
Hydissenses|peuple de Carie
Hyrienses|peuple de Pisidie
Ichanenses|les habitants d'Ichana (ville de Sicile).
Iconienses|les habitants d'Iconium
Ietenses|peuple de Sicile
Ilionenses|surnom des habitants de Lavinium
Ilipulenses|habitants d'Ilipula
Illiturgenses|habitants d'Illiturgi
Ilurgavonenses|les Ilergaones ou les Ilurgavoniens (peuple de la Tarraconnaise).
Ipanenses|ville de Sicile
Isiondenses|peuple de Pisidie
itinerantes|les voyageurs
Julienses|habitants d'une des nombreuses villes tenant leur nom de Jules, cf.
lactentes|animaux (victimes) encore à la mamelle
Laebactes|habitants de Lébacte, ville de Rhétie [auj. Laybach]
Lanuenses|peuplade d'Italie
Latusates|peuple d'Aquitaine
legentes|les lecteurs / à qqn
Lentienses|peuple germain
Leonicenses|peuplade de la Tarraconnaise
Lubienses|v. Lib-.
Lucenses|habitants d'une ville des Marses
Lucoferonenses|habitants de Lucus Feroniae, ville d'Étrurie
Lupienses|habitants de Lupia
Lursenses|peuple de la Tarraconnaise
Medubricenses|c. Medubrigenses
mendicantes|mendiants / tr., mendier qqch
Mevanionenses|peuplade d'Ombrie
militares|guerriers
Mirobricenses|les habitants de Mirobriga
Mirobrigenses|les habitants de Mirobriga
Moenienses|habitants d'une ville voisine d'Albe la Longue
Munienses|peuple du Latium
Nedinates|habitants de Nédinum [ville de Liburnie]
Nemauses|habitants de Némause
Nicienses|habitants de Nicée [Ligurie]
Norbanenses|habitants d'une ville de Calabrie
nostrates|compatriotes
Ocelenses|peuple de Lusitanie
Oeandenses|peuple de Galatie
Olbonenses|peuple de Liburnie
Onenses|peuple d'Espagne
Orthronienses|peuple de Carie
Palaestinenses|habitants de la Palestine
Palionenses|habitants d'une ville d'Apulie
Patavicenses|peuple de Darie
Pennenses|ville des Vestini
Petulantes|corps d'auxiliaires dans les armées impériales
Piquentes|habitants de Piquentum [ville d'Istrie]
Planinenses|habitants de Planinum
Rhodenses|habitants de Rhoda [dans la Tarraconnaise]
Rhoetienses|habitants du cap Rhétée ou de la ville de ce nom
Sabinenses|Sabins
Scampenses|corps d'auxiliaires fourni par cette ville
Segisamogenses|habitants de Ségisama.
Segulenses|les Séguliens (peuple de Celtibérie).
semones|les demi-dieux.
Sirmienses|habitants de Sirmium
Sisolenses|ancien peuple du Latium
Solenses|habitants de Soles
Talarenses|peuple de Sicile
Tardytenses|peuple ou ville de Syrie
Tarracenses|peuple de la Tarraconnaise
Taurinienses|Tauriniens
Taurunenses|habitants de Taurunum
Thermenses|habitants de Thermes
Thimidenses|habitants de Thimida Régia (Afrique)
Timoniacenses|habitants de Timoniacum [Galatie]
Togienses|peuple d'Istrie
Tolerienses|peuple du Latium
Trallenses|habitants de Tralles
Treienses|habitants de Treia, ville du Picénum
Tuscanienses|c. Tuscanenses
Tyracinenses|habitants de Tyracina [Sicile]
Tyrienses|peuple de Pisidie
Ulienses|habitants d'Ulia
Urbanates|peuple des bords du Métaure
Ursonenses|habitants d'Urso ou d'Ursao
Valerienses|habitants de Valéria [ville de la Tarraconnaise]
Vallenses|habitants de la vallée Pennine [du Valais]
Vasienses|habitants de Vasion
Vennonenses|peuple de la Rhétie
Vergilienses|habitants d'une ville de la Tarraconnaise
Viatienses|habitants de Viata [v. de la Tarraconnaise]
Viducasses|habitants de Viducasses [ville de la Lyonnaise]
Vincienses|habitants de Vincium
Virgilienses|habitants d'une ville de la Tarraconnaise
Virunenses|habitants de Virunum
Zernenses|habitants de Zerna [ville de Dacie]
Byllidenses|habitants de Bullis ou Byllis
epulares|convives
accendones|sorte de gladiateurs
Aegipanes|êtres, moitié hommes, moitié boucs [en Afrique]
Agones|les monts Agonès (où se célébraient les jeux).
Albiones|les habitants
Amazones|les Amazones [femmes guerrières de Scythie] / [fig.] héroïne d'amour
Amazonides|les Amazones [femmes guerrières de Scythie] / [fig.] héroïne d'amour
Ammonitides|femmes Ammonites
analectrides|coussinets
Andizetes|peuple de la Pannonie
antiades|amygdales
Anticatones|Anticaton [titre de deux ouvrages de César]
Aribes|peuple voisin de l'Indus
Armenochalybes|peuple de l'Ibérie
Astyres|habitants de l'Asturie
Basabocates|les Basabocates (peuple de l'Aquitaine, les Bazadois).
Bistonides|les bacchantes
Blemmyes|peuple d'Éthiopie
botontones|amas, monticules de terre faisant bornage entre les terrains
Bracares|peuple de la Tarraconnaise
Breones|c. Breuni
Britones|Bretons [nation celtique établie en Angleterre] / Bretons [établis dans l'Armorique]
Brittones|Bretons [nation celtique établie en Angleterre] / Bretons [établis dans l'Armorique]
Bruttaces|habitants du Bruttium
Bulgares|Bulgares [peuple voisin de la Pannonie]
calabarriones|Gell. crieurs publics (qui convoquaient le peuple).
Calucones|peuple de la Rhétie
Casmonates|peuple d'Italie
Castalides|les Muses
Castores|pl., Castor et Pollux, les Dioscures
Cavares|peuple de la Narbonnaise
Centuriones|ville de la Narbonnaise
Cephallenes|habitants de Céphallénie
Cerretes|peuple de la Tarraconnaise
Coclites|la race des Coclès
Cocossates|peuple de l'Aquitaine
Consuanetes|v. Cosuanetes.
Cosuanetes|peuplade des Alpes
Cynetes|pl., Cynètes, peuple de Lusitanie
Derasides|îles voisines de l'Ionie
Dicaledones|c. Caledones
Dongones|peuple d'Espagne
Drebices|peuple d'Asie
Estiones|peuple du Nord, voisin de la Baltique
felicones|bons à rien
Frisiabones|les Frisiabones (peuple des bords du Rhin).
Gabales|peuple gaulois, limitrophe de la Narbonnaise [aujourd'hui le Gévaudan]
Hellenes|Hellènes, Grecs
Helmodenes|peuple de l'Arabie Heureuse
Istiaeones|peuple de Germanie
Latringes|peuple de la Norique
Lichades|nom de trois îles de la mer Égée, près de la Grèce
Limigantes|peuple sarmate, sur les confins de la Pannonie
Maesesses|Mésesses [peuple espagnol, voisin de Castulo]
Memnones|peuple d'Éthiopie
Mentores|peuple de Liburnie
Mesammones|c. Nasamones
Methurides|nom de quatre îles près de l'Attique
Mysomacedones|Mysomacédoniens [peuple de la Grande Mysie, originaire de Macédoine]
Nabales|peuple de la Mauritanie Césarienne
